Quarantine_ID,Table,Record_ID,Reason,Raw_Record_JSON
Q-0050,workflow_features_raw,PRJ3-01812,RFI_On_Time_Rate outside range,"{""Approved_Change_Value_Pct_Budget"": ""0.0734"", ""Avg_RFI_Response_Days"": ""7.447"", ""Change_Approval_Cycle_Days"": ""27.074"", ""Contingency_Utilization_Pct"": ""0.3332"", ""Forecast_Incorporation_Lag_Days"": ""6.42"", ""High_Critical_Overdue_Rate"": ""0.0681"", ""Old_Pending_Change_Rate"": ""0.3601"", ""Overdue_RFI_Rate"": ""0.2006"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0213"", ""Project_ID"": ""PRJ3-01812"", ""RFI_Count_per_10M"": ""6.233"", ""RFI_Count_to_Date"": ""74"", ""RFI_On_Time_Rate"": ""1.5"", ""RFI_Reopen_Rate"": ""0.0598"", ""RFI_Revision_Rate"": ""0.2333"", ""RFI_to_Change_Rate"": ""0.2327"", ""Revision_Loop_Rate"": ""0.256"", ""Workflow_Handoff_Rate"": ""0.4269"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0051,workflow_features_raw,PRJ3-01850,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0246"", ""Avg_RFI_Response_Days"": ""6.169"", ""Change_Approval_Cycle_Days"": ""14.138"", ""Contingency_Utilization_Pct"": ""0.323"", ""Forecast_Incorporation_Lag_Days"": ""1.934"", ""High_Critical_Overdue_Rate"": ""0.0386"", ""Old_Pending_Change_Rate"": ""0.1461"", ""Overdue_RFI_Rate"": ""0.2146"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0313"", ""Project_ID"": ""PRJ3-01850"", ""RFI_Count_per_10M"": ""3.659"", ""RFI_Count_to_Date"": ""12"", ""RFI_On_Time_Rate"": ""0.5585"", ""RFI_Reopen_Rate"": ""0.0542"", ""RFI_Revision_Rate"": ""0.084"", ""RFI_to_Change_Rate"": ""0.148"", ""Revision_Loop_Rate"": ""0.1207"", ""Workflow_Handoff_Rate"": ""0.3725"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0052,workflow_features_raw,PRJ3-01862,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0293"", ""Avg_RFI_Response_Days"": ""9.344"", ""Change_Approval_Cycle_Days"": ""24.599"", ""Contingency_Utilization_Pct"": ""0.3067"", ""Forecast_Incorporation_Lag_Days"": ""4.305"", ""High_Critical_Overdue_Rate"": ""0"", ""Old_Pending_Change_Rate"": ""0.2522"", ""Overdue_RFI_Rate"": ""0.2617"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0027"", ""Project_ID"": ""PRJ3-01862"", ""RFI_Count_per_10M"": ""6.656"", ""RFI_Count_to_Date"": ""26"", ""RFI_On_Time_Rate"": ""0.1745"", ""RFI_Reopen_Rate"": ""0.0059"", ""RFI_Revision_Rate"": ""0.0118"", ""RFI_to_Change_Rate"": ""0.1501"", ""Revision_Loop_Rate"": ""0.24"", ""Workflow_Handoff_Rate"": ""0.3497"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0053,workflow_features_raw,PRJ3-01974,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0485"", ""Avg_RFI_Response_Days"": ""5.652"", ""Change_Approval_Cycle_Days"": ""18.021"", ""Contingency_Utilization_Pct"": ""0.5198"", ""Forecast_Incorporation_Lag_Days"": ""4.44"", ""High_Critical_Overdue_Rate"": ""0.0188"", ""Old_Pending_Change_Rate"": ""0.1674"", ""Overdue_RFI_Rate"": ""0.0852"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0261"", ""Project_ID"": ""PRJ3-01974"", ""RFI_Count_per_10M"": ""5.398"", ""RFI_Count_to_Date"": ""227"", ""RFI_On_Time_Rate"": ""0.4901"", ""RFI_Reopen_Rate"": ""0.0518"", ""RFI_Revision_Rate"": ""0.1883"", ""RFI_to_Change_Rate"": ""0.1492"", ""Revision_Loop_Rate"": ""0.2696"", ""Workflow_Handoff_Rate"": ""0.5418"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0054,workflow_features_raw,PRJ3-02011,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0258"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""16.192"", ""Contingency_Utilization_Pct"": ""0.2951"", ""Forecast_Incorporation_Lag_Days"": ""2.0"", ""High_Critical_Overdue_Rate"": ""0.0872"", ""Old_Pending_Change_Rate"": ""0.2105"", ""Overdue_RFI_Rate"": ""0.3542"", ""Pending_Change_Exposure_Pct_Budget"": ""0.026"", ""Project_ID"": ""PRJ3-02011"", ""RFI_Count_per_10M"": ""3.945"", ""RFI_Count_to_Date"": ""11"", ""RFI_On_Time_Rate"": ""0.3307"", ""RFI_Reopen_Rate"": ""0.0238"", ""RFI_Revision_Rate"": ""0.0394"", ""RFI_to_Change_Rate"": ""0.1401"", ""Revision_Loop_Rate"": ""0.147"", ""Workflow_Handoff_Rate"": ""0.3814"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0055,workflow_features_raw,PRJ3-02078,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0691"", ""Avg_RFI_Response_Days"": ""9.786"", ""Change_Approval_Cycle_Days"": ""18.038"", ""Contingency_Utilization_Pct"": ""0.4376"", ""Forecast_Incorporation_Lag_Days"": ""1.766"", ""High_Critical_Overdue_Rate"": ""0.1105"", ""Old_Pending_Change_Rate"": ""0.1979"", ""Overdue_RFI_Rate"": ""0.354"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0206"", ""Project_ID"": ""PRJ3-02078"", ""RFI_Count_per_10M"": ""6.151"", ""RFI_Count_to_Date"": ""54"", ""RFI_On_Time_Rate"": ""0.1256"", ""RFI_Reopen_Rate"": ""0.068"", ""RFI_Revision_Rate"": ""0.2221"", ""RFI_to_Change_Rate"": ""0.1272"", ""Revision_Loop_Rate"": ""0.2167"", ""Workflow_Handoff_Rate"": ""0.4307"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0056,workflow_features_raw,PRJ3-02158,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0187"", ""Avg_RFI_Response_Days"": ""11.775"", ""Change_Approval_Cycle_Days"": ""18.414"", ""Contingency_Utilization_Pct"": ""0.1839"", ""Forecast_Incorporation_Lag_Days"": ""0"", ""High_Critical_Overdue_Rate"": ""0.1347"", ""Old_Pending_Change_Rate"": ""0.2595"", ""Overdue_RFI_Rate"": ""0.4657"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0013"", ""Project_ID"": ""PRJ3-02158"", ""RFI_Count_per_10M"": ""3.9"", ""RFI_Count_to_Date"": ""52"", ""RFI_On_Time_Rate"": ""0.2198"", ""RFI_Reopen_Rate"": ""0.0339"", ""RFI_Revision_Rate"": ""0.0955"", ""RFI_to_Change_Rate"": ""0.1106"", ""Revision_Loop_Rate"": ""0.2076"", ""Workflow_Handoff_Rate"": ""0.3706"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0057,workflow_features_raw,PRJ3-02166,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0334"", ""Avg_RFI_Response_Days"": ""6.666"", ""Change_Approval_Cycle_Days"": ""10.391"", ""Contingency_Utilization_Pct"": ""0.4011"", ""Forecast_Incorporation_Lag_Days"": ""3.065"", ""High_Critical_Overdue_Rate"": ""0.0924"", ""Old_Pending_Change_Rate"": ""0.1792"", ""Overdue_RFI_Rate"": ""0.2499"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0335"", ""Project_ID"": ""PRJ3-02166"", ""RFI_Count_per_10M"": ""6.002"", ""RFI_Count_to_Date"": ""70"", ""RFI_On_Time_Rate"": ""0.5196"", ""RFI_Reopen_Rate"": ""0.0731"", ""RFI_Revision_Rate"": ""0.1231"", ""RFI_to_Change_Rate"": ""0.238"", ""Revision_Loop_Rate"": ""0.2424"", ""Workflow_Handoff_Rate"": ""0.4724"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0058,workflow_features_raw,PRJ3-02205,RFI_On_Time_Rate outside range,"{""Approved_Change_Value_Pct_Budget"": ""0"", ""Avg_RFI_Response_Days"": ""7.019"", ""Change_Approval_Cycle_Days"": ""21.808"", ""Contingency_Utilization_Pct"": ""0.1521"", ""Forecast_Incorporation_Lag_Days"": ""4.533"", ""High_Critical_Overdue_Rate"": ""0.0847"", ""Old_Pending_Change_Rate"": ""0.4326"", ""Overdue_RFI_Rate"": ""0.3"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0049"", ""Project_ID"": ""PRJ3-02205"", ""RFI_Count_per_10M"": ""4.864"", ""RFI_Count_to_Date"": ""23"", ""RFI_On_Time_Rate"": ""1.5"", ""RFI_Reopen_Rate"": ""0.0254"", ""RFI_Revision_Rate"": ""0.0893"", ""RFI_to_Change_Rate"": ""0.0745"", ""Revision_Loop_Rate"": ""0.2739"", ""Workflow_Handoff_Rate"": ""0.2358"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0059,workflow_features_raw,PRJ3-02255,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0"", ""Avg_RFI_Response_Days"": ""4.364"", ""Change_Approval_Cycle_Days"": ""29.332"", ""Contingency_Utilization_Pct"": ""0.2555"", ""Forecast_Incorporation_Lag_Days"": ""0"", ""High_Critical_Overdue_Rate"": ""0.064"", ""Old_Pending_Change_Rate"": ""0.3367"", ""Overdue_RFI_Rate"": ""0.1694"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0071"", ""Project_ID"": ""PRJ3-02255"", ""RFI_Count_per_10M"": ""1.377"", ""RFI_Count_to_Date"": ""4"", ""RFI_On_Time_Rate"": ""0.3768"", ""RFI_Reopen_Rate"": ""0.0748"", ""RFI_Revision_Rate"": ""0.1535"", ""RFI_to_Change_Rate"": ""0.0747"", ""Revision_Loop_Rate"": ""0.2567"", ""Workflow_Handoff_Rate"": ""0.3577"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0060,workflow_features_raw,PRJ3-02307,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0208"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""5.019"", ""Contingency_Utilization_Pct"": ""0.1383"", ""Forecast_Incorporation_Lag_Days"": ""8.586"", ""High_Critical_Overdue_Rate"": ""0.0926"", ""Old_Pending_Change_Rate"": ""0.0722"", ""Overdue_RFI_Rate"": ""0.2828"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0362"", ""Project_ID"": ""PRJ3-02307"", ""RFI_Count_per_10M"": ""4.743"", ""RFI_Count_to_Date"": ""141"", ""RFI_On_Time_Rate"": ""0.2262"", ""RFI_Reopen_Rate"": ""0.0227"", ""RFI_Revision_Rate"": ""0.0446"", ""RFI_to_Change_Rate"": ""0.0849"", ""Revision_Loop_Rate"": ""0.0504"", ""Workflow_Handoff_Rate"": ""0.3025"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0061,workflow_features_raw,ORPHAN-WF-01,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0184"", ""Avg_RFI_Response_Days"": ""8.369"", ""Change_Approval_Cycle_Days"": ""24.186"", ""Contingency_Utilization_Pct"": ""0.2891"", ""Forecast_Incorporation_Lag_Days"": ""2.938"", ""High_Critical_Overdue_Rate"": ""0.0834"", ""Old_Pending_Change_Rate"": ""0.2549"", ""Overdue_RFI_Rate"": ""0.3117"", ""Pending_Change_Exposure_Pct_Budget"": ""0.014"", ""Project_ID"": ""ORPHAN-WF-01"", ""RFI_Count_per_10M"": ""5.018"", ""RFI_Count_to_Date"": ""90"", ""RFI_On_Time_Rate"": ""0.3527"", ""RFI_Reopen_Rate"": ""0.0468"", ""RFI_Revision_Rate"": ""0.1331"", ""RFI_to_Change_Rate"": ""0.2094"", ""Revision_Loop_Rate"": ""0.2169"", ""Workflow_Handoff_Rate"": ""0.3613"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0062,workflow_features_raw,ORPHAN-WF-02,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0238"", ""Avg_RFI_Response_Days"": ""10.566"", ""Change_Approval_Cycle_Days"": ""11.092"", ""Contingency_Utilization_Pct"": ""0.1111"", ""Forecast_Incorporation_Lag_Days"": ""0.465"", ""High_Critical_Overdue_Rate"": ""0.0716"", ""Old_Pending_Change_Rate"": ""0.1871"", ""Overdue_RFI_Rate"": ""0.4097"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0017"", ""Project_ID"": ""ORPHAN-WF-02"", ""RFI_Count_per_10M"": ""4.496"", ""RFI_Count_to_Date"": ""133"", ""RFI_On_Time_Rate"": ""0.3348"", ""RFI_Reopen_Rate"": ""0.0267"", ""RFI_Revision_Rate"": ""0.108"", ""RFI_to_Change_Rate"": ""0.1206"", ""Revision_Loop_Rate"": ""0.2348"", ""Workflow_Handoff_Rate"": ""0.3374"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0063,workflow_features_raw,ORPHAN-WF-03,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0068"", ""Avg_RFI_Response_Days"": ""8.835"", ""Change_Approval_Cycle_Days"": ""24.067"", ""Contingency_Utilization_Pct"": ""0.4106"", ""Forecast_Incorporation_Lag_Days"": ""5.362"", ""High_Critical_Overdue_Rate"": ""0.0998"", ""Old_Pending_Change_Rate"": ""0.3396"", ""Overdue_RFI_Rate"": ""0.2951"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0429"", ""Project_ID"": ""ORPHAN-WF-03"", ""RFI_Count_per_10M"": ""5.217"", ""RFI_Count_to_Date"": ""65"", ""RFI_On_Time_Rate"": ""0.3278"", ""RFI_Reopen_Rate"": ""0.0868"", ""RFI_Revision_Rate"": ""0.177"", ""RFI_to_Change_Rate"": ""0.2244"", ""Revision_Loop_Rate"": ""0.2698"", ""Workflow_Handoff_Rate"": ""0.4326"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0064,workflow_features_raw,ORPHAN-WF-04,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0282"", ""Avg_RFI_Response_Days"": ""10.169"", ""Change_Approval_Cycle_Days"": ""10.747"", ""Contingency_Utilization_Pct"": ""0.1683"", ""Forecast_Incorporation_Lag_Days"": ""2.75"", ""High_Critical_Overdue_Rate"": ""0.1373"", ""Old_Pending_Change_Rate"": ""0.0566"", ""Overdue_RFI_Rate"": ""0.4179"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0301"", ""Project_ID"": ""ORPHAN-WF-04"", ""RFI_Count_per_10M"": ""4.535"", ""RFI_Count_to_Date"": ""26"", ""RFI_On_Time_Rate"": ""0.3059"", ""RFI_Reopen_Rate"": ""0.0582"", ""RFI_Revision_Rate"": ""0.1295"", ""RFI_to_Change_Rate"": ""0.2123"", ""Revision_Loop_Rate"": ""0.1339"", ""Workflow_Handoff_Rate"": ""0.1914"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0065,workflow_features_raw,ORPHAN-WF-05,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0161"", ""Avg_RFI_Response_Days"": ""4.96"", ""Change_Approval_Cycle_Days"": ""17.204"", ""Contingency_Utilization_Pct"": ""0.1139"", ""Forecast_Incorporation_Lag_Days"": ""8.113"", ""High_Critical_Overdue_Rate"": ""0.023"", ""Old_Pending_Change_Rate"": ""0.2961"", ""Overdue_RFI_Rate"": ""0.1088"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0072"", ""Project_ID"": ""ORPHAN-WF-05"", ""RFI_Count_per_10M"": ""3.626"", ""RFI_Count_to_Date"": ""86"", ""RFI_On_Time_Rate"": ""0.6782"", ""RFI_Reopen_Rate"": ""0.0038"", ""RFI_Revision_Rate"": ""0"", ""RFI_to_Change_Rate"": ""0.0492"", ""Revision_Loop_Rate"": ""0.1805"", ""Workflow_Handoff_Rate"": ""0.2685"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0066,outcomes_raw,PRJ3-00134,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-02-26"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""1.0428"", ""Final_Cost_Overrun_Pct"": ""-0.0411"", ""Final_EAC"": ""251097500"", ""Final_SPI"": ""0.996"", ""Final_Schedule_Delay_Days"": ""4"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00134"", ""Schedule_Delay_Flag"": ""0""}"
Q-0067,outcomes_raw,PRJ3-00148,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-02-17"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9131"", ""Final_Cost_Overrun_Pct"": ""0.0952"", ""Final_EAC"": ""449936600"", ""Final_SPI"": ""1.012"", ""Final_Schedule_Delay_Days"": ""-12"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00148"", ""Schedule_Delay_Flag"": ""0""}"
Q-0068,outcomes_raw,PRJ3-00432,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2024-08-20"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.9003"", ""Final_Cost_Overrun_Pct"": ""0.1108"", ""Final_EAC"": ""231729200"", ""Final_SPI"": ""0.9563"", ""Final_Schedule_Delay_Days"": ""44"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00432"", ""Schedule_Delay_Flag"": ""1""}"
Q-0069,outcomes_raw,PRJ3-00745,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2023-08-03"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.919"", ""Final_Cost_Overrun_Pct"": ""0.0881"", ""Final_EAC"": ""139873400"", ""Final_SPI"": ""0.9977"", ""Final_Schedule_Delay_Days"": ""2"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00745"", ""Schedule_Delay_Flag"": ""0""}"
Q-0070,outcomes_raw,PRJ3-00911,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-09-06"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9246"", ""Final_Cost_Overrun_Pct"": ""0.0816"", ""Final_EAC"": ""317110600"", ""Final_SPI"": ""1.0258"", ""Final_Schedule_Delay_Days"": ""-24"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00911"", ""Schedule_Delay_Flag"": ""0""}"
Q-0071,outcomes_raw,PRJ3-00973,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2022-12-04"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.9011"", ""Final_Cost_Overrun_Pct"": ""0.1098"", ""Final_EAC"": ""212714500"", ""Final_SPI"": ""0.978"", ""Final_Schedule_Delay_Days"": ""20"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-00973"", ""Schedule_Delay_Flag"": ""0""}"
Q-0072,outcomes_raw,PRJ3-01015,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-02-14"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9142"", ""Final_Cost_Overrun_Pct"": ""0.0938"", ""Final_EAC"": ""113177100"", ""Final_SPI"": ""0.9785"", ""Final_Schedule_Delay_Days"": ""24"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01015"", ""Schedule_Delay_Flag"": ""0""}"
Q-0073,outcomes_raw,PRJ3-01192,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-10-25"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9385"", ""Final_Cost_Overrun_Pct"": ""0.0655"", ""Final_EAC"": ""95783400"", ""Final_SPI"": ""0.928"", ""Final_Schedule_Delay_Days"": ""49"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01192"", ""Schedule_Delay_Flag"": ""1""}"
Q-0074,outcomes_raw,PRJ3-01294,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2021-01-20"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9459"", ""Final_Cost_Overrun_Pct"": ""0.0572"", ""Final_EAC"": ""182490500"", ""Final_SPI"": ""0.961"", ""Final_Schedule_Delay_Days"": ""35"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01294"", ""Schedule_Delay_Flag"": ""1""}"
Q-0075,outcomes_raw,PRJ3-01356,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2021-11-19"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.8317"", ""Final_Cost_Overrun_Pct"": ""0.2023"", ""Final_EAC"": ""46925000"", ""Final_SPI"": ""0.9462"", ""Final_Schedule_Delay_Days"": ""46"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01356"", ""Schedule_Delay_Flag"": ""1""}"
Q-0076,outcomes_raw,PRJ3-01396,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-03-26"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.8971"", ""Final_Cost_Overrun_Pct"": ""0.1146"", ""Final_EAC"": ""156049800"", ""Final_SPI"": ""0.9729"", ""Final_Schedule_Delay_Days"": ""26"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01396"", ""Schedule_Delay_Flag"": ""0""}"
Q-0077,outcomes_raw,PRJ3-01449,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2024-04-05"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.8105"", ""Final_Cost_Overrun_Pct"": ""0.2338"", ""Final_EAC"": ""31601600"", ""Final_SPI"": ""0.93"", ""Final_Schedule_Delay_Days"": ""55"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01449"", ""Schedule_Delay_Flag"": ""1""}"
Q-0078,outcomes_raw,PRJ3-01597,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2025-12-09"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""1.0209"", ""Final_Cost_Overrun_Pct"": ""-0.0205"", ""Final_EAC"": ""22937200"", ""Final_SPI"": ""0.9883"", ""Final_Schedule_Delay_Days"": ""6"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01597"", ""Schedule_Delay_Flag"": ""0""}"
Q-0079,outcomes_raw,PRJ3-01703,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2020-07-28"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9464"", ""Final_Cost_Overrun_Pct"": ""0.0567"", ""Final_EAC"": ""244473300"", ""Final_SPI"": ""1.0058"", ""Final_Schedule_Delay_Days"": ""-6"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01703"", ""Schedule_Delay_Flag"": ""0""}"
Q-0080,outcomes_raw,PRJ3-01803,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2026-11-16"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.8936"", ""Final_Cost_Overrun_Pct"": ""0.1191"", ""Final_EAC"": ""142389300"", ""Final_SPI"": ""0.9722"", ""Final_Schedule_Delay_Days"": ""30"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01803"", ""Schedule_Delay_Flag"": ""1""}"
Q-0081,outcomes_raw,PRJ3-01850,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2024-04-18"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.8942"", ""Final_Cost_Overrun_Pct"": ""0.1184"", ""Final_EAC"": ""36674900"", ""Final_SPI"": ""0.9918"", ""Final_Schedule_Delay_Days"": ""3"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01850"", ""Schedule_Delay_Flag"": ""0""}"
Q-0082,outcomes_raw,PRJ3-01862,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2023-04-13"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9512"", ""Final_Cost_Overrun_Pct"": ""0.0513"", ""Final_EAC"": ""41067400"", ""Final_SPI"": ""0.9509"", ""Final_Schedule_Delay_Days"": ""37"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01862"", ""Schedule_Delay_Flag"": ""1""}"
Q-0083,outcomes_raw,PRJ3-01974,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2026-08-07"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9632"", ""Final_Cost_Overrun_Pct"": ""0.0383"", ""Final_EAC"": ""436623300"", ""Final_SPI"": ""1.0008"", ""Final_Schedule_Delay_Days"": ""-1"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-01974"", ""Schedule_Delay_Flag"": ""0""}"
Q-0084,outcomes_raw,PRJ3-02078,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2021-06-07"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9393"", ""Final_Cost_Overrun_Pct"": ""0.0646"", ""Final_EAC"": ""93469600"", ""Final_SPI"": ""1.0017"", ""Final_Schedule_Delay_Days"": ""-2"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-02078"", ""Schedule_Delay_Flag"": ""0""}"
Q-0085,outcomes_raw,PRJ3-02158,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2022-08-27"", ""Combined_Overrun_Flag"": ""0"", ""Cost_Overrun_Flag"": ""0"", ""Final_CPI"": ""0.9306"", ""Final_Cost_Overrun_Pct"": ""0.0746"", ""Final_EAC"": ""143281400"", ""Final_SPI"": ""0.9939"", ""Final_Schedule_Delay_Days"": ""3"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-02158"", ""Schedule_Delay_Flag"": ""0""}"
Q-0086,outcomes_raw,PRJ3-02166,Project_ID does not reference a valid clean project,"{""Actual_End_Date"": ""2022-03-14"", ""Combined_Overrun_Flag"": ""1"", ""Cost_Overrun_Flag"": ""1"", ""Final_CPI"": ""0.9022"", ""Final_Cost_Overrun_Pct"": ""0.1084"", ""Final_EAC"": ""129260500"", ""Final_SPI"": ""1.0215"", ""Final_Schedule_Delay_Days"": ""-17"", ""Final_Status"": ""Complete"", ""Project_ID"": ""PRJ3-02166"", ""Schedule_Delay_Flag"": ""0""}"
