Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-01209,240,4.828,9.611,0.2375,0.3176,0.0909,0.0865,0.0468,0.2299,0.0489,0.0096,17.278,0.2307,0.108,0.38,0.1912,0.3388,2
PRJ3-01210,135,5.851,7.24,0.2594,0.1454,0.0753,0.1574,0.0413,0.2222,0.0789,0.0228,19.402,0.2176,4.845,0.2866,0.1557,0.4648,2
PRJ3-01211,9,2.993,5.624,0.4262,0.2497,0.0872,0.1068,0.053,0.2664,0.0675,0.0295,21.797,0.2521,5.011,0.4313,0.0784,0.4448,3
PRJ3-01212,79,6.182,9.863,0.2459,0.1627,0.0756,0.1429,0.0201,0.271,0.0622,0.0396,26.758,0.259,3.122,0.3499,0.1906,0.2636,4
PRJ3-01213,50,4.025,3.505,0.5583,0.1496,0.0237,0,0.0067,0.02,0,0.0155,25.52,0.3089,1.477,0.2251,0.109,0.1884,2
PRJ3-01214,19,5.831,11.401,0.1299,0.3269,0.0854,0.2,0.0629,0.193,0.0599,0.0361,27.93,0.3329,0.148,0.3635,0.2427,0.3094,4
PRJ3-01215,147,6.152,9.053,0.2683,0.3582,0.09,0.1601,0.0522,0.1539,0.0517,0.0325,30.217,0.2593,0.565,0.3187,0.2676,0.3455,4
PRJ3-01216,19,4.249,13.254,0.0844,0.4423,0.1161,0.0766,0.069,0.062,0.0255,0,10.108,0.1646,0,0.237,0.1209,0.2003,2
PRJ3-01217,98,5.042,9.511,0.1816,0.2978,0.086,0.0849,0.0316,0.195,0.0492,0.0142,12.481,0.2319,1.537,0.0901,0.139,0.265,2
PRJ3-01218,139,4.413,10.224,0.2048,0.4343,0.0826,0.1003,0.0418,0.1792,0.0714,0.0001,31.697,0.3505,7.319,0.2743,0.2814,0.3444,4
PRJ3-01219,96,6.077,9.487,0.238,0.3786,0.0986,0.1454,0.0301,0.2411,0.0309,0.0375,35.733,0.4607,2.005,0.3533,0.2816,0.3744,5
PRJ3-01220,26,3.499,9.454,0.2641,0.423,0.1008,0.2067,0.0463,0.2465,0.0388,0.0402,26.105,0.4066,2.53,0.3333,0.2731,0.3888,4
PRJ3-01221,42,5.533,13.157,0.0973,0.4275,0.1188,0.143,0.0392,0.1902,0.0657,0.0484,21.435,0.2833,0,0.457,0.2314,0.3705,5
PRJ3-01222,82,4.694,4.695,0.4584,0.1916,0.0283,0.0643,0,0.0706,0.0488,0.0123,12.658,0.1671,3.411,0.3364,0.1309,0.3564,2
PRJ3-01223,53,3.523,5.588,0.5062,0.25,0.0614,0.1199,0.0393,0.1025,0.0253,0.0134,23.194,0.2121,0,0.2343,0.1976,0.4465,2
PRJ3-01224,28,6.016,6.788,0.2988,0.2339,0.0724,0.1233,0.0298,0.1381,0.0054,0.0029,25.752,0.3496,0,0.4067,0.2122,0.3561,2
PRJ3-01225,30,3.553,8.454,0.2981,0.3362,0.1346,0.1798,0.0747,0.2824,0.0013,0.0281,27.083,0.3308,6.082,0.3621,0.223,0.33,4
PRJ3-01226,54,5.99,5.833,0.3461,0.1231,0.0366,0.1475,0.0547,0.203,0.06,0.0169,26.276,0.3713,8.911,0.3541,0.2876,0.3656,3
PRJ3-01227,25,6.068,9.465,0.3248,0.3498,0.0883,0.0698,0.0645,0.0431,0.029,0.018,23.698,0.2811,0,0.1953,0.1372,0.3368,3
PRJ3-01228,33,3.332,4.695,0.3998,0.182,0.0456,0.1039,0.0569,0.1445,0.0167,0,12.247,0.2433,3.722,0.1404,0.1643,0.3586,1
PRJ3-01229,62,5.193,8.348,0.3531,0.3401,0.1164,0.1507,0.0304,0.1633,0.0465,0.0396,21.405,0.1766,1.492,0.6042,0.2719,0.3087,3
PRJ3-01230,41,5.116,3.812,0.4431,0.1213,0.0379,0.2235,0.0787,0.2116,0.0475,0.0017,17.18,0.353,5.054,0.2662,0.242,0.2722,1
PRJ3-01231,17,4.658,4.391,0.5181,0.2028,0.0781,0.1162,0.0567,0.1878,0.0355,0.0135,18.892,0.3677,6.67,0.1311,0.145,0.3837,2
PRJ3-01232,51,5.539,3.32,0.549,0.1939,0.0529,0.2496,0.0828,0.2081,0.0374,0.0175,19.525,0.2341,0,0.2333,0.2622,0.4423,2
PRJ3-01233,16,3.135,10.912,0.199,0.3257,0.0708,0.075,0.0385,0.0844,0.0292,0.0381,10.208,0.1664,6.46,0.3069,0.1369,0.4853,4
PRJ3-01234,38,6.192,5.623,0.3985,0.2571,0.0713,0.1842,0.0554,0.1734,0.0008,0.0147,17.409,0.2781,1.98,0.247,0.3092,0.4136,2
PRJ3-01235,26,5.23,12.104,0.2066,0.3714,0.1246,0.2281,0.0625,0.2584,0.0561,0.0122,22.953,0.3962,0,0.2799,0.3189,0.4097,3
PRJ3-01236,120,6.672,13.144,0.08,0.4866,0.1476,0.1216,0.0446,0.2278,0.0498,0.0292,42.13,0.5139,4.694,0.5307,0.31,0.4652,6
PRJ3-01237,50,5.35,9.401,0.275,0.3848,0.0865,0.1745,0.0529,0.1647,0.0596,0.0389,24.064,0.3235,4.612,0.1947,0.1594,0.3382,4
PRJ3-01238,16,2.406,8.426,0.3439,0.2539,0.0442,0.0974,0.0348,0.0639,0.022,0.0088,8.241,0.1159,2.823,0.1063,0.1494,0.3227,2
PRJ3-01239,106,5.427,4.22,0.4915,0.2611,0.1052,0.0438,0.0095,0.2464,0.0335,0.0424,16.61,0.2866,3.736,0.2482,0.1403,0.3382,3
PRJ3-01240,80,5.082,7.259,0.1977,0.2525,0.0949,0.1817,0.0351,0.2257,0.0413,0.0394,16.192,0.3065,3.595,0.2998,0.2914,0.3362,3
PRJ3-01241,133,6.388,13.868,0.08,0.5259,0.0947,0.1737,0.0275,0.0473,0.0494,0.0095,26.673,0.3263,5.547,0.2152,0.2551,0.3785,4
PRJ3-01242,34,3.775,7.434,0.3675,0.2682,0.0616,0.0524,0.0291,0.105,0.001,0.0101,28.934,0.24,0.42,0.1541,0.226,0.3972,2
PRJ3-01243,13,2.722,10.622,0.1954,0.4464,0.1201,0.0668,0.0378,0.1573,0,0.0059,10.533,0.1982,2.712,0.3629,0.0836,0.305,2
PRJ3-01244,42,8.373,7.284,0.2643,0.2358,0.0963,0.2217,0.0576,0.2605,0.0242,0.051,20.833,0.2194,4.25,0.2582,0.2651,0.2547,4
PRJ3-01245,105,6.501,5.882,0.3151,0.1726,0.0415,0.1696,0.0625,0.1845,0.0215,0.0418,17.47,0.2037,6.932,0.2468,0.2418,0.5007,3
PRJ3-01246,55,3.857,11.256,0.1789,0.4605,0.1263,0.1235,0.0506,0.09,0.0177,0.0076,12.375,0.162,10.925,0.2656,0.2232,0.2207,4
PRJ3-01247,103,6.062,9.276,0.278,0.4381,0.1006,0.0925,0.0036,0.1672,0.0368,0.0117,19.138,0.3803,1.573,0.4425,0.2361,0.381,2
PRJ3-01248,15,5.014,7.49,0.3631,0.3548,0.102,0.1295,0.0222,0.2455,0.0799,0.039,26.213,0.3559,5.086,0.3894,0.3537,0.4306,4
PRJ3-01249,23,2.782,6.052,0.3177,0.152,0.0524,0.1046,0.0492,0.02,0.032,0.0179,20.107,0.2551,5.224,0.3198,0.2469,0.1134,2
PRJ3-01250,39,5.838,11.605,0.1243,0.364,0.1213,0.2258,0.0353,0.3394,0.0912,0.0265,10.789,0.1227,2.733,0.4843,0.2711,0.4425,3
PRJ3-01251,40,4.002,8.357,0.4397,0.2839,0.066,0.1074,0.0504,0.1202,0.0557,0.0211,28.368,0.362,6.157,0.4412,0.362,0.5166,4
PRJ3-01252,97,6.782,11.965,0.08,0.3784,0.1129,0.1413,0.0765,0.1566,0.0305,0.0507,26.911,0.389,6.31,0.4495,0.2352,0.482,6
PRJ3-01253,19,2.888,8.038,0.1617,0.2357,0.0555,0.0817,0.034,0.0878,0.0482,0.0293,22.092,0.282,9.209,0.3171,0.1364,0.3365,3
PRJ3-01254,18,3.583,8.08,0.456,0.3719,0.0795,0.0732,0.0382,0.099,0.0286,0.0245,13.962,0.2423,5.519,0.3101,0.1248,0.3613,3
PRJ3-01255,39,11.765,7.73,0.3251,0.3027,0.0988,0.1469,0.0537,0.3552,0.0443,0.0335,19.673,0.1972,4.825,0.4434,0.2272,0.2748,3
PRJ3-01256,60,5.436,6.735,0.3105,0.1913,0.0674,0.059,0.0315,0.076,0.0098,0.0199,24.381,0.2067,0,0.1186,0.1936,0.3389,2
PRJ3-01257,81,5.333,12.144,0.1347,0.4242,0.0949,0.0974,0.0547,0.1201,0.021,0,30.07,0.391,2.046,0.236,0.1978,0.3292,3
PRJ3-01258,13,1.654,9.496,0.3,0.2669,0.0296,0.1401,0.0228,0.0935,0.003,0.0342,18.065,0.2456,4.488,0.03,0.225,0.3569,3
PRJ3-01259,7,3.93,11.598,0.1337,0.4103,0.1026,0.0473,0.0174,0.0662,0,0.0183,22.01,0.3468,8.109,0.3171,0.1978,0.2958,4
PRJ3-01260,4,1.066,3.757,0.5204,0.13,0.0473,0.0444,0.0668,0.0757,0.0185,0.0113,8.312,0.104,1.226,0.1921,0.0693,0.3224,1
PRJ3-01261,59,4.77,10.009,0.3253,0.4145,0.1313,0.1581,0.0931,0.1116,0.0695,0.0205,28.692,0.3103,0,0.383,0.224,0.3607,3
PRJ3-01262,68,6.181,7.461,0.3639,0.3263,0.1147,0.1212,0.0519,0.2936,0.0518,0.0305,20.613,0.366,1.612,0.5553,0.0813,0.4756,3
PRJ3-01263,55,4.555,10.45,0.1671,0.3466,0.0566,0.2062,0.0659,0.3541,0.0435,0,12.554,0.1618,3.33,0.2828,0.1036,0.3983,2
PRJ3-01264,137,5.275,7.697,0.3763,0.3025,0.0935,0.1039,0.0158,0.1484,0.0183,0.0143,8.171,0.1891,0.175,0.3043,0.1346,0.2618,2
PRJ3-01265,72,4.695,3.414,0.5891,0.1153,0.0586,0.0469,0,0.068,0.0472,0.0007,23.07,0.2052,2.11,0.0796,0.1907,0.3284,1
PRJ3-01266,130,4.436,11.73,0.1172,0.393,0.0852,0.0681,0.0382,0.02,0.0136,0.0204,34.405,0.5092,4.538,0.238,0.2386,0.2011,5
PRJ3-01267,55,4.946,11.847,0.08,0.5117,0.1146,0.2635,0.0831,0.1226,0.0422,0.0356,27.089,0.3552,0.854,0.1966,0.3342,0.4685,5
PRJ3-01268,47,5.587,5.738,0.4047,0.2814,0.0741,0.1105,0.0384,0.1877,0.07,0.0281,18.203,0.2556,6.365,0.2848,0.2186,0.3704,3
PRJ3-01269,152,5.381,11.863,0.08,0.4226,0.1443,0.0963,0.0307,0.1479,0.0284,0.0316,28.159,0.2895,9.865,0.2314,0.1492,0.3664,5
PRJ3-01270,34,6.24,8.914,0.2112,0.3682,0.0859,0.1221,0.0334,0.2093,0.072,0.0238,21.278,0.2891,8.99,0.4146,0.2004,0.3592,4
PRJ3-01271,8,2.035,7.387,0.1811,0.2051,0.0655,0.04,0.0008,0.1586,0.0326,0,9.272,0.1832,1.505,0.1504,0.0806,0.2662,1
PRJ3-01272,74,5.427,5.794,0.5231,0.3125,0.0632,0.1123,0.0273,0.2278,0.0559,0.0221,23.06,0.2319,2.66,0.3303,0.2134,0.1782,3
PRJ3-01273,240,4.015,6.403,0.3572,0.253,0.0703,0.1222,0.052,0.1721,0.0239,0.0186,20.196,0.2916,7.123,0.2985,0.2354,0.3024,3
PRJ3-01274,5,3.036,7.49,0.5264,0.271,0.0734,0.1516,0.0468,0.1259,0.0249,0.0246,14.564,0.2767,1.325,0.1768,0.2087,0.4026,2
PRJ3-01275,240,4.433,6.246,0.4639,0.2669,0.0747,0.2445,0.0754,0.1889,0.0411,0.0209,19.693,0.1917,0.262,0.4328,0.2795,0.3104,2
PRJ3-01276,122,3.949,2.615,0.7866,0.1025,0.047,0.1207,0.0546,0.02,0.0403,0,6.745,0.1224,3.011,0.1938,0.214,0.3731,1
PRJ3-01277,43,6.785,10.646,0.2201,0.4134,0.1437,0.2026,0.045,0.3654,0.0222,0.0325,15.391,0.1912,3.86,0.4288,0.3181,0.4574,4
PRJ3-01278,47,5.299,5.97,0.3369,0.3142,0.0999,0.1577,0.0609,0.1311,0.052,0.004,13.893,0.1808,4.718,0.2622,0.214,0.3946,2
PRJ3-01279,50,4.883,8.886,0.1613,0.3084,0.0795,0.1874,0.0923,0.1118,0.025,0.0293,24.374,0.2126,5.137,0.2199,0.2678,0.2962,4
PRJ3-01280,4,0.907,8.357,0.308,0.2532,0.033,0.0471,0.0442,0.0239,0.0352,0.0118,20.117,0.2167,9.018,0.228,0.1265,0.3034,3
PRJ3-01281,129,5.58,11.518,0.3854,0.4505,0.1289,0.1276,0.0526,0.1371,0.0605,0.0572,21.659,0.3678,6.516,0.505,0.2289,0.3677,6
PRJ3-01282,33,7.238,9.053,0.2127,0.3339,0.0757,0.0953,0.0425,0.1702,0,0.0191,28.234,0.3917,3.94,0.3069,0.2416,0.2586,3
PRJ3-01283,92,5.492,4.683,0.3622,0.1927,0.0623,0.1662,0.0336,0.2387,0.0202,0.032,24.227,0.3851,4.117,0.2223,0.2095,0.2851,3
PRJ3-01284,79,5.357,3.739,0.6907,0.1123,0.0363,0.1043,0.0118,0.2458,0.028,0.0094,27.618,0.2799,1.825,0.3425,0.2984,0.3495,2
PRJ3-01285,44,6.415,8.095,0.333,0.291,0.0669,0.0434,0.053,0.2253,0.0391,0.0322,28.287,0.3707,4.028,0.3483,0.2311,0.5177,4
PRJ3-01286,58,5.378,9.154,0.2582,0.3734,0.1115,0.0537,0.0183,0.0506,0.0163,0.0008,31.097,0.295,4.02,0.2896,0.2409,0.2478,3
PRJ3-01287,31,6.963,8.201,0.3102,0.2982,0.0519,0.1081,0.0018,0.1268,0,0.029,32.471,0.3451,1.947,0.1021,0.2361,0.3623,3
PRJ3-01288,55,5.187,9.816,0.2499,0.3783,0.0653,0.0978,0.0273,0.0365,0.0255,0.0009,5,0.1121,5.772,0.3712,0.0723,0.3463,2
PRJ3-01289,4,0.98,8.986,0.2822,0.3992,0.0618,0.0234,0.0336,0.0989,0.0287,0,15.483,0.1421,2.725,0.236,0.1932,0.3102,2
PRJ3-01290,240,2.913,12.271,0.1612,0.411,0.1064,0.0977,0.0627,0.0551,0.0456,0.0092,37.906,0.439,6.671,0.2559,0.2513,0.3649,5
PRJ3-01291,237,6.206,12.995,0.08,0.4764,0.1514,0.2314,0.0511,0.2236,0.0571,0.0357,22.426,0.3313,4.553,0.4389,0.2596,0.5442,5
PRJ3-01292,100,5.339,6.504,0.4152,0.324,0.1459,0.1762,0.0535,0.2926,0.0622,0.0277,26.423,0.2386,1.476,0.2902,0.306,0.2055,3
PRJ3-01293,150,4.975,10.465,0.3182,0.4092,0.107,0.1606,0,0.1472,0.0428,0.0228,14.099,0.2811,8.196,0.2906,0.1787,0.5118,4
PRJ3-01295,17,2.635,4.642,0.4487,0.2042,0.0371,0.0873,0.0099,0.1385,0.0327,0,14.781,0.1736,0.383,0.2167,0.176,0.3019,1
PRJ3-01296,101,5.506,12.253,0.08,0.3486,0.092,0.1383,0.0511,0.2225,0.0336,0.0258,25.29,0.3685,7.337,0.4858,0.2551,0.3971,5
PRJ3-01297,170,4.968,5.626,0.3638,0.1785,0.0458,0.0871,0.0649,0.1509,0.0336,0.0173,17.419,0.1827,3.188,0.1753,0.1195,0.2768,2
PRJ3-01298,54,4.073,13.334,0.1046,0.3965,0.0901,0.0353,0.0454,0.1588,0.0266,0.0228,5,0.1055,4.452,0.474,0.153,0.2809,4
PRJ3-01299,48,4.655,10.608,0.1884,0.4158,0.0995,0.1209,0.0396,0.1565,0.0232,0.029,8.383,0.1896,5.355,0.2974,0.1004,0.4779,4
PRJ3-01300,13,8.638,11.603,0.08,0.3666,0.091,0.2394,0.0554,0.2688,0.0788,0.0251,13.68,0.1882,0.428,0.504,0.2334,0.3854,3
PRJ3-01301,131,5.838,10.019,0.2622,0.4107,0.0877,0.1313,0.0295,0.2726,0.054,0.0316,11.336,0.2856,3.525,0.3499,0.1503,0.4536,3
PRJ3-01302,134,5.984,4.009,0.425,0.2598,0.1171,0.1837,0.0727,0.2102,0.0476,0.0334,13.489,0.1519,9.488,0.3138,0.2068,0.3454,4
PRJ3-01303,33,3.486,10.136,0.2314,0.3249,0.0839,0,0.0279,0.0712,0.0438,0.0076,9.974,0.2063,1.58,0.2976,0.1579,0.159,2
PRJ3-01304,162,6.117,5.969,0.5653,0.3623,0.1131,0.198,0.0566,0.2708,0.058,0.038,28.906,0.303,5.899,0.3997,0.3096,0.3364,4
PRJ3-01305,15,3.97,12.007,0.1155,0.3308,0.0703,0.0511,0.0281,0.0695,0.0507,0.0293,24.819,0.3974,3.859,0.277,0.2203,0.4922,4
PRJ3-01306,88,3.649,7.734,0.2435,0.2506,0.0492,0.1314,0.0366,0.0735,0.0194,0.013,31.356,0.3099,4.743,0.3982,0.2461,0.3183,3
PRJ3-01307,79,6.929,7.562,0.239,0.2223,0.0871,0.1139,0.0559,0.2072,0.019,0,21.054,0.2524,7.064,0.378,0.2067,0.4427,2
PRJ3-01308,27,5.499,7.751,0.3783,0.1959,0.0517,0.1236,0.0668,0.0978,0.0643,0.0285,18.793,0.2093,1.027,0.2716,0.2127,0.3324,2
PRJ3-01309,60,4.904,8.528,0.2014,0.3499,0.1151,0.1153,0.0672,0.1437,0.0718,0.0007,29.076,0.2987,5.286,0.4062,0.2255,0.3708,3
PRJ3-01310,47,4.552,12.629,0.08,0.4859,0.0954,0.1357,0.0514,0.1442,0.0199,0.0514,36.89,0.4476,4.154,0.206,0.3198,0.5466,6
PRJ3-01311,79,5.231,10.219,0.3008,0.3506,0.0754,0.101,0.0402,0.2265,0.0618,0.0252,5.822,0.2257,3.117,0.361,0.1432,0.3371,3
PRJ3-01312,71,4.907,13.14,0.08,0.4389,0.0592,0.0741,0.0633,0.0797,0.0368,0.0074,29.88,0.2773,4.307,0.0559,0.2777,0.3837,4
PRJ3-01313,108,6.08,8.194,0.327,0.2619,0.0734,0.1428,0.0778,0.206,0.0386,0.0174,28.407,0.539,5.833,0.4663,0.2722,0.4113,3
PRJ3-01314,18,4.486,10.748,0.2036,0.3997,0.0701,0.0966,0.0341,0.1254,0.0044,0.009,38.11,0.3356,4.762,0.1063,0.2307,0.3973,4
PRJ3-01315,13,3.985,9.103,0.1075,0.3221,0.0495,0.0287,0,0.1204,0.0058,0.0018,21.661,0.363,1.221,0.2398,0.2442,0.2738,2
PRJ3-01316,96,4.368,7.586,0.3281,0.1955,0.0622,0.1656,0.0498,0.0885,0.0272,0.0258,21.602,0.1817,0,0.337,0.2552,0.3514,2
PRJ3-01317,21,5.483,8.403,0.3066,0.2527,0.0631,0.1301,0.0146,0.213,0.0313,0.0209,30.879,0.4215,2.424,0.1796,0.177,0.2412,3
PRJ3-01318,27,3.449,16.5,0.08,0.6194,0.1322,0.1498,0.0311,0.0343,0.039,0.0265,18.567,0.2116,7.096,0.1403,0.2052,0.3468,5
PRJ3-01319,10,3.224,7.37,0.3905,0.3557,0.1141,0.0253,0.041,0.0985,0.0056,0.0184,14.89,0.2064,6.384,0.2937,0.0968,0.3627,3
PRJ3-01320,9,2.196,13.949,0.08,0.439,0.1217,0.0793,0.0296,0.1182,0.0112,0.004,23.309,0.2071,5.643,0.3234,0.1997,0.3283,4
PRJ3-01321,107,5.276,11.045,0.1307,0.3504,0.0816,0.1218,0.0499,0.0899,0.0598,0,15.068,0.1206,2.045,0.0853,0.2151,0.296,2
PRJ3-01322,18,3.972,15.736,0.08,0.509,0.0908,0.1201,0.0436,0.2105,0.0274,0.0401,29.671,0.348,12.573,0.2593,0.2388,0.4689,7
PRJ3-01323,54,5.485,8.547,0.3694,0.2461,0.0491,0.1922,0.0569,0.2327,0.0126,0.0235,5,0.1021,3.545,0.3663,0.1922,0.3834,2
PRJ3-01324,48,5.883,6.378,0.1582,0.2511,0.0842,0.2791,0.066,0.2349,0.0504,0.0325,14.922,0.2481,4.76,0.3387,0.3425,0.4257,3
PRJ3-01325,20,4.331,2.417,0.6197,0.1462,0.0591,0.1665,0.0387,0.1937,0.0213,0.0196,11.543,0.1637,4.167,0.2531,0.1817,0.2044,2
PRJ3-01326,37,5.234,9.64,0.1767,0.3323,0.1052,0.0483,0.0293,0.2141,0.0235,0.0056,20.248,0.2138,0,0.2986,0.23,0.3197,2
PRJ3-01327,167,5.625,9.927,0.1832,0.2864,0.1016,0.0436,0.0237,0.1963,0.0476,0.0348,7.866,0.1255,7.152,0.3277,0.1497,0.2995,4
PRJ3-01328,71,7.302,9.172,0.1967,0.3159,0.0797,0.1506,0.0439,0.2085,0.0772,0.0231,22.15,0.3016,8.608,0.3693,0.3217,0.3738,4
PRJ3-01329,100,4.713,6.816,0.2404,0.1657,0.0602,0.0751,0.0095,0.2277,0,0.0163,11.951,0.1654,0.977,0.1793,0.1453,0.4455,1
PRJ3-01330,117,4.69,8.922,0.3147,0.3474,0.0883,0.0918,0.0539,0.1473,0.0557,0.0264,22.212,0.2312,6.958,0.3259,0.2623,0.4607,4
PRJ3-01331,92,6.0,9.466,0.2194,0.3569,0.1202,0.0093,0.0069,0.2178,0.0693,0.0286,25.95,0.3934,4.563,0.3924,0.1438,0.2455,4
PRJ3-01332,39,4.425,8.862,0.3226,0.1824,0.0823,0.1402,0.0566,0.1756,0.0506,0.0094,26.462,0.2852,6.898,0.3332,0.214,0.2359,3
PRJ3-01333,147,6.071,10.454,0.1739,0.2592,0.0823,0.0367,0.0451,0.1848,0.0268,0.0256,28.383,0.3476,11.763,0.2016,0.2648,0.3141,5
PRJ3-01335,36,4.271,13.141,0.1096,0.4979,0.0983,0.1044,0.0593,0.1059,0.0131,0.0068,17.358,0.171,1.07,0.3097,0.1856,0.2052,3
PRJ3-01336,6,1.799,16.356,0.08,0.5014,0.1349,0.1341,0.0501,0.2355,0.0278,0.047,33.71,0.3819,6.582,0.4233,0.3591,0.4281,7
PRJ3-01337,50,5.894,13.464,0.0985,0.4849,0.1132,0.2865,0.0973,0.2705,0.0711,0.0277,35.884,0.4205,1.686,0.2765,0.3689,0.3697,5
PRJ3-01338,23,4.677,9.745,0.1305,0.4915,0.1034,0.1136,0.0361,0.0521,0.0259,0.0177,30.957,0.3837,3.436,0.3842,0.2663,0.3454,4
PRJ3-01339,67,4.838,6.305,0.3294,0.2539,0.0532,0.1223,0.0391,0.1538,0.0108,0.0061,6.122,0.1424,2.906,0.03,0.1797,0.3112,1
PRJ3-01340,33,4.052,9.876,0.2446,0.4556,0.1398,0.0951,0.06,0.1395,0.0491,0.0476,34.315,0.4988,6.198,0.3461,0.3289,0.3874,6
PRJ3-01341,82,4.564,6.571,0.3927,0.2674,0.054,0.0079,0.0011,0.0676,0.0367,0.0241,13.774,0.257,2.298,0.3494,0.1325,0.2242,2
PRJ3-01342,240,4.379,8.336,0.3028,0.3707,0.0697,0.0836,0.0265,0.2081,0.015,0,13.999,0.1469,2.65,0.2491,0.1617,0.144,2
PRJ3-01343,192,6.644,9.083,0.3309,0.3214,0.0636,0.188,0.0986,0.3374,0.0643,0.0306,25.199,0.2976,2.779,0.3477,0.2672,0.3753,3
PRJ3-01344,60,6.056,13.448,0.08,0.4679,0.1142,0.2029,0.0392,0.2393,0.0779,0.0572,22.39,0.3251,5.868,0.5905,0.2233,0.3555,6
PRJ3-01345,29,4.645,13.519,0.08,0.4738,0.1083,0,0.0251,0.02,0.0606,0.0109,34.116,0.483,2.484,0.3032,0.2185,0.3644,4
PRJ3-01346,176,5.194,13.17,0.1083,0.5364,0.1234,0.1541,0.0291,0.1441,0.0253,0.0326,31.601,0.4144,4.536,0.4187,0.2924,0.3109,6
PRJ3-01347,208,5.474,6.59,0.2997,0.3044,0.0805,0.0969,0.0647,0.1541,0.0168,0.0251,35.695,0.3351,6.311,0.2675,0.325,0.3009,4
PRJ3-01348,65,4.619,8.031,0.362,0.31,0.0779,0.0731,0.0527,0.1332,0.0538,0.027,25.88,0.2808,3.657,0.3168,0.2239,0.3495,3
PRJ3-01349,146,6.045,9.832,0.2143,0.3525,0.1029,0.1871,0.1005,0.2688,0.0494,0.0403,20.134,0.1705,3.942,0.3209,0.3017,0.3363,4
PRJ3-01350,10,4.385,7.723,0.3467,0.2729,0.0596,0.1986,0.0423,0.0289,0.0174,0,39.874,0.5871,5.179,0.1235,0.312,0.3502,3
PRJ3-01351,174,5.954,11.421,0.1872,0.3469,0.0802,0.1406,0.0449,0.1566,0.046,0.0344,26.405,0.2861,9.91,0.3721,0.223,0.3686,5
PRJ3-01352,68,5.586,10.829,0.1892,0.3264,0.078,0.1973,0.0551,0.2249,0.0166,0.0009,14.212,0.2074,1.732,0.1613,0.2569,0.4241,2
PRJ3-01353,36,4.859,7.699,0.3091,0.3448,0.0715,0.0921,0.046,0.0933,0.0176,0.0151,18.937,0.2879,0.869,0.1914,0.1884,0.3318,2
PRJ3-01354,16,6.237,10.094,0.2344,0.3841,0.097,0.1858,0.0569,0.3436,0.0427,0.0247,26.498,0.3095,7.054,0.2724,0.2064,0.4301,4
PRJ3-01355,57,3.885,3.426,0.629,0.1458,0.0664,0.0626,0.0715,0.2157,0.019,0.0255,32.628,0.3372,1.794,0.509,0.3325,0.4809,3
PRJ3-01357,27,6.968,14.273,0.08,0.4722,0.1242,0.1549,0.028,0.1759,0.0481,0.0609,30.943,0.3231,0.882,0.3754,0.3839,0.3656,6
PRJ3-01358,54,5.056,11.553,0.131,0.4207,0.1101,0.0334,0.026,0.1707,0.0062,0.0185,14.105,0.2309,0,0.3443,0.0741,0.1303,3
PRJ3-01359,29,4.838,4.059,0.5311,0.2194,0.0599,0.1966,0.0528,0.172,0.0343,0.0132,5,0.0793,1.02,0.2699,0.2563,0.3697,2
PRJ3-01360,49,4.094,4.235,0.5872,0.2187,0.0389,0,0.0201,0.0682,0,0,16.597,0.1458,4.555,0.2396,0.1493,0.3395,1
PRJ3-01361,32,5.523,8.248,0.2962,0.2216,0.0642,0.0607,0.028,0.02,0.0216,0.0273,10.181,0.1686,0.408,0.1599,0.1031,0.2861,2
PRJ3-01362,103,5.229,7.594,0.3264,0.3911,0.0804,0.2063,0.0981,0.2455,0.0281,0.0184,19.695,0.199,3.176,0.2466,0.2633,0.3619,3
PRJ3-01363,98,5.051,15.747,0.08,0.4956,0.1055,0.087,0.0138,0.1769,0.0689,0.0469,41.449,0.4923,0,0.4246,0.3144,0.4871,7
PRJ3-01364,155,4.673,10.908,0.192,0.4031,0.0867,0.1158,0.0193,0.2064,0.0777,0.0123,21.876,0.2597,7.214,0.458,0.2189,0.4639,4
PRJ3-01365,41,8.5,7.688,0.3022,0.3174,0.1076,0.0993,0.0432,0.2003,0.0562,0.0258,41.274,0.4882,5.961,0.3416,0.4273,0.3055,5
PRJ3-01366,15,4.29,4.958,0.5045,0.1186,0.0263,0.0641,0.0057,0.02,0.0059,0.0122,14.753,0.1838,0,0.1938,0.1207,0.3213,1
PRJ3-01367,46,5.079,5.572,0.4831,0.2777,0.0886,0.0738,0.0304,0.0857,0.0301,0.0132,15.568,0.1878,7.26,0.328,0.1675,0.2173,2
PRJ3-01368,102,5.029,6.76,0.2959,0.2537,0.0676,0.0718,0.0137,0.2328,0.0128,0.0229,25.573,0.3832,3.104,0.3814,0.2502,0.4159,3
PRJ3-01369,4,1.369,6.896,0.3264,0.2635,0.0739,0.034,0.0127,0.153,0.0271,0.0091,19.912,0.288,5.477,0.1756,0.1754,0.3558,2
