Project_ID,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC
PRJ3-00594,0.0682,-14,0,0,0,0.9362,1.0183,Complete,2022-09-27,354885600
PRJ3-00595,0.056,4,0,0,0,0.9469,0.9964,Complete,2022-02-16,92316900
PRJ3-00596,0.0816,46,0,1,1,0.9246,0.9581,Complete,2025-11-17,77350600
PRJ3-00597,0.0645,-22,0,0,0,0.9394,1.0222,Complete,2021-11-12,119144900
PRJ3-00598,0.0475,45,0,1,1,0.9547,0.9268,Complete,2020-12-21,61326300
PRJ3-00599,0.0499,1,0,0,0,0.9524,0.999,Complete,2026-07-30,191090800
PRJ3-00600,-0.0261,-4,0,0,0,1.0268,1.0049,Complete,2024-09-29,278285800
PRJ3-00601,0.0061,-25,0,0,0,0.9939,1.0463,Complete,2020-08-05,42505100
PRJ3-00602,0.073,-15,0,0,0,0.9319,1.0172,Complete,2027-05-13,147310000
PRJ3-00603,0.0216,-7,0,0,0,0.9789,1.0068,Complete,2022-10-05,53314600
PRJ3-00604,0.192,76,1,1,1,0.8389,0.8886,Complete,2025-03-26,219523400
PRJ3-00605,-0.0612,-14,0,0,0,1.0652,1.0168,Complete,2022-05-25,205462400
PRJ3-00606,0.0812,26,0,0,0,0.9249,0.9736,Complete,2023-02-02,164254200
PRJ3-00607,0.0393,-25,0,0,0,0.9622,1.0366,Complete,2022-04-08,35700100
PRJ3-00608,0.1079,-3,1,0,1,0.9026,1.0038,Complete,2025-08-04,50202300
PRJ3-00609,-0.0266,-21,0,0,0,1.0273,1.0321,Complete,2024-06-20,130507100
PRJ3-00610,0.0818,-2,0,0,0,0.9244,1.0026,Complete,2025-05-30,74038500
PRJ3-00611,0.0285,25,0,0,0,0.9723,0.9554,Complete,2026-11-25,87820000
PRJ3-00612,0.0485,50,0,1,1,0.9538,0.9505,Complete,2023-02-26,118370800
PRJ3-00613,-0.0163,-3,0,0,0,1.0166,1.0023,Complete,2025-07-14,138780400
PRJ3-00614,0.0859,61,0,1,1,0.9209,0.9271,Complete,2021-08-01,76525800
PRJ3-00615,0.0739,45,0,1,1,0.9312,0.9642,Complete,2027-03-20,324549200
PRJ3-00616,0.1034,11,1,0,1,0.9063,0.9852,Complete,2024-04-24,17699400
PRJ3-00617,0.0318,31,0,1,1,0.9692,0.9616,Complete,2022-07-27,202498400
PRJ3-00618,0.0649,5,0,0,0,0.9391,0.9921,Complete,2020-06-04,11267900
PRJ3-00619,0.1172,34,1,1,1,0.8951,0.964,Complete,2021-10-24,211134700
PRJ3-00620,0.0174,88,0,1,1,0.9829,0.8798,Complete,2026-06-24,261992000
PRJ3-00621,0.1069,4,1,0,1,0.9034,0.9966,Complete,2027-06-14,120637200
PRJ3-00622,0.137,11,1,0,1,0.8795,0.9907,Complete,2025-06-28,262745800
PRJ3-00623,0.0455,2,0,0,0,0.9565,0.9975,Complete,2024-08-23,66787600
PRJ3-00624,0.0996,27,0,0,0,0.9094,0.9786,Complete,2021-02-23,149837200
PRJ3-00625,0.0585,-15,0,0,0,0.9447,1.0149,Complete,2026-04-17,80276500
PRJ3-00626,0.0323,68,0,1,1,0.9687,0.8247,Complete,2019-10-15,84273700
PRJ3-00627,0.1801,61,1,1,1,0.8474,0.9554,Complete,2025-08-15,126030500
PRJ3-00628,0.2276,29,1,0,1,0.8146,0.9646,Complete,2022-05-22,156520400
PRJ3-00629,0.1038,13,1,0,1,0.906,0.9787,Complete,2026-09-07,65779100
PRJ3-00630,-0.0186,-25,0,0,0,1.0189,1.0298,Complete,2020-09-05,283092300
PRJ3-00631,0.1055,23,1,0,1,0.9046,0.9807,Complete,2023-11-13,284230100
PRJ3-00632,0.0373,3,0,0,0,0.9641,0.9967,Complete,2021-05-14,221793300
PRJ3-00633,0.1712,15,1,0,1,0.8538,0.9686,Complete,2025-09-11,44091500
PRJ3-00634,0.1211,20,1,0,1,0.8919,0.9793,Complete,2025-01-24,109367600
PRJ3-00635,0.037,45,0,1,1,0.9643,0.93,Complete,2026-06-13,74858200
PRJ3-00636,0.0941,39,0,1,1,0.914,0.9662,Complete,2025-08-13,294479600
PRJ3-00637,0.0367,18,0,0,0,0.9646,0.9615,Complete,2024-02-02,45257900
PRJ3-00638,0.0546,-1,0,0,0,0.9482,1.0011,Complete,2027-03-06,353718500
PRJ3-00639,0.0687,23,0,0,0,0.9357,0.9789,Complete,2024-03-07,260359000
PRJ3-00640,0.1494,35,1,1,1,0.87,0.9481,Complete,2022-02-24,70433700
PRJ3-00641,0.1366,3,1,0,1,0.8798,0.9956,Complete,2026-10-29,37325400
PRJ3-00642,0.0778,25,0,0,0,0.9278,0.9614,Complete,2022-10-13,69612900
PRJ3-00643,0.0862,-24,0,0,0,0.9206,1.0296,Complete,2026-05-30,53798900
PRJ3-00644,0.0923,-25,0,0,0,0.9155,1.0674,Complete,2024-05-20,23827300
PRJ3-00645,0.0861,3,0,0,0,0.9207,0.9971,Complete,2021-11-11,520471100
PRJ3-00646,0.0079,31,0,1,1,0.9922,0.9765,Complete,2028-02-17,66820300
PRJ3-00647,0.1559,10,1,0,1,0.8652,0.9854,Complete,2022-10-10,15269900
PRJ3-00648,0.1081,-22,1,0,1,0.9025,1.024,Complete,2025-07-27,95205000
PRJ3-00649,0.0882,-6,0,0,0,0.919,1.0111,Complete,2024-09-11,295626000
PRJ3-00650,0.0685,-14,0,0,0,0.9359,1.012,Complete,2024-05-27,197601900
PRJ3-00651,0.0634,23,0,0,0,0.9404,0.9557,Complete,2025-03-18,86388100
PRJ3-00652,0.0255,-15,0,0,0,0.9751,1.0201,Complete,2021-08-27,73813400
PRJ3-00653,-0.0039,10,0,0,0,1.0039,0.9868,Complete,2020-05-19,205226100
PRJ3-00654,0.1533,-16,1,0,1,0.8671,1.0143,Complete,2025-03-06,311995900
PRJ3-00655,0.1521,12,1,0,1,0.868,0.9855,Complete,2020-12-15,70488300
PRJ3-00656,0.0966,2,0,0,0,0.9119,0.9983,Complete,2025-09-02,346286700
PRJ3-00657,-0.0526,25,0,0,0,1.0555,0.968,Complete,2022-08-26,53033200
PRJ3-00658,0.0869,45,0,1,1,0.9201,0.9408,Complete,2024-02-07,79155100
PRJ3-00659,-0.0119,20,0,0,0,1.0121,0.9781,Complete,2024-10-09,230605600
PRJ3-00660,0.1631,25,1,0,1,0.8598,0.9686,Complete,2022-10-28,55625200
PRJ3-00661,0.1234,22,1,0,1,0.8901,0.9519,Complete,2023-05-07,90598800
PRJ3-00662,0.0154,-22,0,0,0,0.9848,1.0253,Complete,2021-03-09,266414400
PRJ3-00663,0.0428,-25,0,0,0,0.9589,1.0258,Complete,2023-08-20,114475100
PRJ3-00664,0.0275,41,0,1,1,0.9732,0.959,Complete,2027-05-12,260153500
PRJ3-00665,0.0046,-25,0,0,0,0.9954,1.0176,Complete,2023-05-21,259836500
PRJ3-00666,0.0497,-7,0,0,0,0.9526,1.0063,Complete,2021-10-23,143811200
PRJ3-00667,0.0822,2,0,0,0,0.924,0.9981,Complete,2021-07-21,286862400
PRJ3-00668,0.0777,35,0,1,1,0.9279,0.9683,Complete,2026-07-19,180556200
PRJ3-00669,0.027,-25,0,0,0,0.9737,1.0386,Complete,2026-10-25,93668800
PRJ3-00670,0.0026,3,0,0,0,0.9974,0.9972,Complete,2026-03-17,297615500
PRJ3-00672,0.0328,20,0,0,0,0.9682,0.9694,Complete,2026-08-02,44071400
PRJ3-00673,-0.0093,15,0,0,0,1.0094,0.9803,Complete,2023-12-08,60667000
PRJ3-00674,0.1266,16,1,0,1,0.8876,0.9864,Complete,2022-09-28,119954200
PRJ3-00675,0.0288,46,0,1,1,0.972,0.9171,Complete,2021-05-14,83989400
PRJ3-00676,0.1442,-9,1,0,1,0.874,1.0189,Complete,2020-03-08,31142100
PRJ3-00677,0.0366,29,0,0,0,0.9647,0.9741,Complete,2024-11-07,364001900
PRJ3-00678,0.0206,-25,0,0,0,0.9799,1.0351,Complete,2024-08-28,46582800
PRJ3-00679,0.1248,31,1,1,1,0.889,0.9689,Complete,2026-03-19,293059800
PRJ3-00680,0.0749,-11,0,0,0,0.9303,1.0073,Complete,2024-03-21,202730100
PRJ3-00681,0.054,47,0,1,1,0.9487,0.9576,Complete,2021-01-03,173312700
PRJ3-00682,0.0683,31,0,1,1,0.9361,0.979,Complete,2023-08-15,275519700
PRJ3-00683,0.0887,-2,0,0,0,0.9185,1.0025,Complete,2020-06-01,87126700
PRJ3-00684,-0.0416,-9,0,0,0,1.0434,1.0169,Complete,2024-03-16,46043500
PRJ3-00685,0.0188,-5,0,0,0,0.9815,1.004,Complete,2026-05-19,379087300
PRJ3-00686,0.1669,11,1,0,1,0.857,0.988,Complete,2024-06-10,189002500
PRJ3-00687,-0.0085,-20,0,0,0,1.0086,1.0294,Complete,2023-12-27,35145500
PRJ3-00688,0.0365,54,0,1,1,0.9648,0.9425,Complete,2022-10-28,146059100
PRJ3-00689,0.0705,-6,0,0,0,0.9342,1.0044,Complete,2026-11-18,316336200
PRJ3-00690,0.076,-4,0,0,0,0.9293,1.0046,Complete,2022-03-22,439123700
PRJ3-00691,0.0765,-2,0,0,0,0.9289,1.0026,Complete,2022-06-23,73236100
PRJ3-00692,0.1129,37,1,1,1,0.8985,0.9363,Complete,2021-02-22,65645400
PRJ3-00693,0.111,29,1,0,1,0.9001,0.9634,Complete,2022-06-10,29239800
PRJ3-00694,0.0173,-22,0,0,0,0.983,1.0206,Complete,2023-06-27,37986600
PRJ3-00695,-0.0079,-25,0,0,0,1.008,1.0244,Complete,2022-07-25,185864600
PRJ3-00696,0.0187,19,0,0,0,0.9817,0.9698,Complete,2023-04-16,25094600
PRJ3-00697,-0.0121,-3,0,0,0,1.0122,1.0025,Complete,2026-07-11,241854200
PRJ3-00698,0.0458,38,0,1,1,0.9562,0.9426,Complete,2020-07-17,73333700
PRJ3-00699,0.0592,-2,0,0,0,0.9441,1.0026,Complete,2025-03-18,186483100
PRJ3-00700,0.0964,55,0,1,1,0.9121,0.8775,Complete,2024-04-12,65271800
PRJ3-00701,0.1258,36,1,1,1,0.8883,0.9543,Complete,2022-10-13,66942400
PRJ3-00702,0.2431,50,1,1,1,0.8045,0.9161,Complete,2026-05-21,73010700
PRJ3-00703,0.0442,41,0,1,1,0.9577,0.9636,Complete,2020-12-23,143828800
PRJ3-00704,0.0337,34,0,1,1,0.9674,0.9258,Complete,2020-01-14,132806600
PRJ3-00705,0.2019,13,1,0,1,0.832,0.989,Complete,2021-06-01,198620500
PRJ3-00706,0.0825,15,0,0,0,0.9238,0.9782,Complete,2023-12-09,31101500
PRJ3-00707,0.0009,6,0,0,0,0.9991,0.9937,Complete,2020-09-30,395469400
PRJ3-00708,0.2551,68,1,1,1,0.7968,0.9307,Complete,2021-10-18,321616900
PRJ3-00709,0.0839,31,0,1,1,0.9226,0.9748,Complete,2026-04-17,195562900
PRJ3-00710,0.0841,34,0,1,1,0.9224,0.9327,Complete,2022-05-02,59009800
PRJ3-00711,0.1009,25,1,0,1,0.9083,0.9652,Complete,2023-07-11,53498100
PRJ3-00712,0.1532,-7,1,0,1,0.8672,1.0256,Complete,2022-05-22,47344200
PRJ3-00713,0.0494,21,0,0,0,0.9529,0.9745,Complete,2025-10-22,182229600
PRJ3-00714,0.0377,51,0,1,1,0.9637,0.9388,Complete,2020-12-16,87780000
PRJ3-00715,0.0281,9,0,0,0,0.9727,0.9917,Complete,2024-11-02,227322500
PRJ3-00716,0.076,0,0,0,0,0.9294,1.0,Complete,2022-01-09,242982800
PRJ3-00717,0.0368,27,0,0,0,0.9645,0.9143,Complete,2020-08-03,127551100
PRJ3-00718,0.0726,35,0,1,1,0.9323,0.9667,Complete,2026-03-22,265455100
PRJ3-00719,-0.0095,-25,0,0,0,1.0095,1.05,Complete,2025-09-13,83189700
PRJ3-00720,-0.0283,17,0,0,0,1.0291,0.9868,Complete,2022-04-17,239662300
PRJ3-00721,0.0146,-25,0,0,0,0.9856,1.0397,Complete,2025-08-17,77645300
PRJ3-00722,-0.0005,42,0,1,1,1.0005,0.9619,Complete,2023-01-23,220908100
PRJ3-00723,0.114,3,1,0,1,0.8977,0.9968,Complete,2027-01-01,132248400
PRJ3-00724,0.0051,-3,0,0,0,0.9949,1.0072,Complete,2021-08-31,177259000
PRJ3-00725,0.0739,42,0,1,1,0.9311,0.9683,Complete,2025-02-17,788370300
PRJ3-00726,0.1091,19,1,0,1,0.9017,0.9759,Complete,2021-05-01,72768600
PRJ3-00727,0.0229,30,0,1,1,0.9776,0.9751,Complete,2026-02-07,180787100
PRJ3-00728,0.0839,-25,0,0,0,0.9226,1.036,Complete,2026-02-12,188366000
PRJ3-00729,0.0612,-4,0,0,0,0.9423,1.0051,Complete,2026-02-13,102776900
PRJ3-00730,0.031,17,0,0,0,0.9699,0.9631,Complete,2024-09-26,48551100
PRJ3-00731,0.0846,-3,0,0,0,0.922,1.0032,Complete,2022-10-02,203977600
PRJ3-00733,-0.0028,32,0,1,1,1.0028,0.9564,Complete,2027-01-06,64112800
PRJ3-00734,0.009,-16,0,0,0,0.9911,1.0192,Complete,2023-08-06,129094500
PRJ3-00735,0.1298,4,1,0,1,0.8851,0.9967,Complete,2026-11-20,527595700
PRJ3-00736,0.0267,-14,0,0,0,0.974,1.0217,Complete,2023-11-22,86482000
PRJ3-00737,0.1092,23,1,0,1,0.9015,0.9781,Complete,2025-05-01,207523100
PRJ3-00738,0.2006,29,1,0,1,0.8329,0.9747,Complete,2022-08-01,198694300
PRJ3-00739,0.046,16,0,0,0,0.956,0.972,Complete,2019-12-28,80280900
PRJ3-00740,0.0592,-23,0,0,0,0.9442,1.027,Complete,2021-04-24,330572900
PRJ3-00741,0.1144,-25,1,0,1,0.8973,1.0285,Complete,2026-12-18,272707400
PRJ3-00742,0.0249,-20,0,0,0,0.9757,1.0269,Complete,2026-07-07,387619600
PRJ3-00743,0.1109,-4,1,0,1,0.9002,1.0035,Complete,2027-03-04,151654500
PRJ3-00744,-0.0531,-5,0,0,0,1.0561,1.0074,Complete,2024-09-03,52907500
PRJ3-00746,0.0606,38,0,1,1,0.9429,0.9371,Complete,2023-10-12,63278500
PRJ3-00748,0.1746,20,1,0,1,0.8513,0.9842,Complete,2026-05-23,303089900
PRJ3-00749,-0.0334,15,0,0,0,1.0345,0.9794,Complete,2020-04-16,145233500
PRJ3-00750,0.0113,-17,0,0,0,0.9889,1.0302,Complete,2022-04-07,43359600
PRJ3-00751,0.0508,0,0,0,0,0.9517,1.0,Complete,2023-03-05,134294200
PRJ3-00752,0.1073,-12,1,0,1,0.9031,1.033,Complete,2026-03-16,74586400
PRJ3-00753,0.0146,32,0,1,1,0.9856,0.9682,Complete,2026-11-06,284484800
PRJ3-00754,0.075,2,0,0,0,0.9303,0.9971,Complete,2025-11-19,49175100
PRJ3-00755,0.0535,16,0,0,0,0.9492,0.9799,Complete,2021-12-13,32973700
PRJ3-00756,0.0871,-13,0,0,0,0.9198,1.0132,Complete,2022-06-23,143413700
PRJ3-00757,0.0465,10,0,0,0,0.9556,0.9905,Complete,2026-10-29,94848400
PRJ3-00758,0.0431,-25,0,0,0,0.9587,1.0749,Complete,2026-04-23,34486700
PRJ3-00759,0.0305,-16,0,0,0,0.9704,1.0236,Complete,2026-02-08,91824600
PRJ3-00760,0.0906,64,0,1,1,0.9169,0.8976,Complete,2021-10-08,50035200
PRJ3-00761,0.1118,-4,1,0,1,0.8994,1.0066,Complete,2021-10-19,45071800
PRJ3-00762,0.096,34,0,1,1,0.9124,0.9578,Complete,2025-11-29,88140300
PRJ3-00763,0.0783,-8,0,0,0,0.9274,1.0075,Complete,2023-04-19,61851800
PRJ3-00764,-0.0299,-22,0,0,0,1.0308,1.0162,Complete,2023-02-28,73804400
PRJ3-00765,0.0836,34,0,1,1,0.9229,0.9664,Complete,2023-03-01,87629500
PRJ3-00766,0.0681,29,0,0,0,0.9363,0.9786,Complete,2024-10-08,105727800
PRJ3-00767,0.105,-10,1,0,1,0.905,1.0158,Complete,2020-07-11,202540300
PRJ3-00768,0.0551,36,0,1,1,0.9478,0.9323,Complete,2025-11-27,61646400
PRJ3-00769,0.0833,-8,0,0,0,0.9231,1.009,Complete,2024-04-22,300854900
PRJ3-00770,0.0572,26,0,0,0,0.9459,0.9689,Complete,2026-05-17,92197400
PRJ3-00771,0.0816,50,0,1,1,0.9246,0.956,Complete,2026-11-19,145390500
PRJ3-00772,0.0299,20,0,0,0,0.9709,0.9835,Complete,2023-07-14,533194000
PRJ3-00773,0.0827,39,0,1,1,0.9236,0.9725,Complete,2022-11-06,196700000
PRJ3-00774,0.0821,-4,0,0,0,0.9242,1.0043,Complete,2022-09-18,93766000
PRJ3-00775,0.091,-5,0,0,0,0.9166,1.0047,Complete,2025-11-17,157084800
PRJ3-00776,0.1984,63,1,1,1,0.8345,0.9407,Complete,2025-07-04,110378200
PRJ3-00777,0.0516,21,0,0,0,0.9509,0.9811,Complete,2027-02-06,369264400
PRJ3-00778,-0.0261,5,0,0,0,1.0268,0.9914,Complete,2024-12-09,78172700
PRJ3-00779,-0.0049,11,0,0,0,1.0049,0.9886,Complete,2020-07-28,145462300
PRJ3-00780,0.0364,-23,0,0,0,0.9648,1.0323,Complete,2023-01-25,214602700
PRJ3-00781,0.0421,-3,0,0,0,0.9596,1.0025,Complete,2026-05-17,340331300
PRJ3-00782,0.0436,-25,0,0,0,0.9582,1.0256,Complete,2021-05-05,105985300
PRJ3-00783,0.1787,24,1,0,1,0.8484,0.9595,Complete,2025-03-03,31530200
PRJ3-00784,0.0575,35,0,1,1,0.9457,0.9679,Complete,2025-09-05,299989900
PRJ3-00785,0.0948,-13,0,0,0,0.9134,1.0206,Complete,2024-04-03,21275100
PRJ3-00786,0.0749,-24,0,0,0,0.9303,1.0386,Complete,2022-12-22,217823800
PRJ3-00787,-0.0144,-25,0,0,0,1.0146,1.0234,Complete,2026-08-25,45748300
PRJ3-00788,0.0544,36,0,1,1,0.9484,0.9621,Complete,2027-01-07,77972900
PRJ3-00789,0.029,-22,0,0,0,0.9718,1.0311,Complete,2026-04-16,195812600
PRJ3-00790,0.0742,-25,0,0,0,0.9309,1.0492,Complete,2021-01-07,83494300
PRJ3-00791,0.0552,1,0,0,0,0.9477,0.9975,Complete,2024-03-03,46446900
PRJ3-00792,0.025,-5,0,0,0,0.9756,1.0075,Complete,2022-04-24,79906700
PRJ3-00793,0.0251,37,0,1,1,0.9755,0.9542,Complete,2024-09-04,61490700
PRJ3-00794,0.0446,4,0,0,0,0.9573,0.9951,Complete,2021-06-05,99392200
PRJ3-00795,0.0267,26,0,0,0,0.974,0.972,Complete,2021-12-01,75470000
PRJ3-00796,-0.0042,38,0,1,1,1.0043,0.9604,Complete,2023-05-26,97137600
PRJ3-00797,0.1237,-25,1,0,1,0.8899,1.0305,Complete,2026-03-24,523678900
PRJ3-00798,0.0144,-14,0,0,0,0.9858,1.0161,Complete,2024-11-03,133463600
PRJ3-00799,0.0441,5,0,0,0,0.9578,0.9952,Complete,2022-09-02,211343000
PRJ3-00800,0.0609,17,0,0,0,0.9426,0.9864,Complete,2024-05-05,193700800
PRJ3-00801,0.0086,45,0,1,1,0.9914,0.9553,Complete,2024-03-22,108284600
PRJ3-00802,0.0471,14,0,0,0,0.955,0.9885,Complete,2025-07-07,178576300
PRJ3-00803,-0.0252,6,0,0,0,1.0259,0.9904,Complete,2020-03-09,114684100
PRJ3-00804,0.0707,-16,0,0,0,0.9339,1.0201,Complete,2023-12-19,258250400
PRJ3-00805,0.0935,-13,0,0,0,0.9145,1.011,Complete,2022-09-18,601707000
PRJ3-00806,0.0808,48,0,1,1,0.9252,0.9616,Complete,2023-08-05,283772600
PRJ3-00807,0.0507,-17,0,0,0,0.9517,1.0195,Complete,2020-07-23,54414800
PRJ3-00808,0.0676,54,0,1,1,0.9367,0.936,Complete,2022-04-01,120019000
PRJ3-00809,-0.0049,8,0,0,0,1.005,0.9817,Complete,2021-09-29,20337200
PRJ3-00811,0.1091,-14,1,0,1,0.9016,1.0134,Complete,2020-11-24,604964200
PRJ3-00812,0.0296,10,0,0,0,0.9712,0.9835,Complete,2024-01-13,57345900
PRJ3-00813,0.0774,4,0,0,0,0.9282,0.9958,Complete,2025-02-27,109075200
PRJ3-00814,0.0625,16,0,0,0,0.9412,0.9864,Complete,2020-08-04,224042500
PRJ3-00815,0.0294,44,0,1,1,0.9714,0.9396,Complete,2024-09-14,196030200
PRJ3-00816,0.1727,29,1,0,1,0.8528,0.9593,Complete,2023-06-26,38256800
PRJ3-00817,0.0251,-7,0,0,0,0.9755,1.0084,Complete,2025-02-27,122013000
PRJ3-00818,0.0289,-15,0,0,0,0.9719,1.0211,Complete,2023-08-18,109491100
PRJ3-00819,0.1124,12,1,0,1,0.899,0.9848,Complete,2026-07-13,30478700
PRJ3-00820,0.0582,9,0,0,0,0.945,0.9869,Complete,2025-12-05,75026100
PRJ3-00821,0.048,-17,0,0,0,0.9542,1.0312,Complete,2025-05-14,21156800
PRJ3-00822,0.1113,57,1,1,1,0.8998,0.9501,Complete,2022-09-30,244226200
PRJ3-00823,0.1343,52,1,1,1,0.8816,0.8606,Complete,2021-05-21,51821300
PRJ3-00824,0.2171,38,1,1,1,0.8216,0.9586,Complete,2022-03-23,83139600
PRJ3-00825,0.0974,-8,0,0,0,0.9112,1.0114,Complete,2021-11-21,44163300
PRJ3-00826,0.1006,41,1,1,1,0.9086,0.9585,Complete,2021-10-21,106824000
PRJ3-00827,0.1255,-1,1,0,1,0.8885,1.0009,Complete,2027-05-08,262345300
PRJ3-00828,0.1009,32,1,1,1,0.9083,0.9656,Complete,2022-12-27,192827300
PRJ3-00829,0.0183,-2,0,0,0,0.982,1.0045,Complete,2023-09-20,77539900
PRJ3-00830,-0.0066,3,0,0,0,1.0066,0.9966,Complete,2024-10-20,207382600
PRJ3-00831,-0.0238,30,0,1,1,1.0244,0.958,Complete,2026-10-16,154362200
PRJ3-00832,0.1094,-23,1,0,1,0.9014,1.0311,Complete,2020-03-21,273576700
PRJ3-00833,0.0256,34,0,1,1,0.9751,0.9613,Complete,2024-07-28,220452300
PRJ3-00834,-0.0215,-25,0,0,0,1.022,1.0298,Complete,2024-05-31,199357700
PRJ3-00835,-0.0078,37,0,1,1,1.0078,0.9426,Complete,2023-04-15,76294200
PRJ3-00836,0.0434,16,0,0,0,0.9584,0.9765,Complete,2025-11-05,241115000
PRJ3-00837,0.0402,-3,0,0,0,0.9613,1.0036,Complete,2021-01-12,195687400
PRJ3-00838,0.1099,4,1,0,1,0.901,0.9941,Complete,2022-06-27,62323700
PRJ3-00839,0.054,-19,0,0,0,0.9488,1.0228,Complete,2026-09-04,604850100
PRJ3-00840,0.0294,7,0,0,0,0.9715,0.9945,Complete,2027-05-13,271629900
PRJ3-00841,0.0026,35,0,1,1,0.9974,0.9676,Complete,2025-03-17,102259300
PRJ3-00842,0.0509,-2,0,0,0,0.9516,1.004,Complete,2024-09-09,43388400
PRJ3-00843,0.2233,34,1,1,1,0.8175,0.9609,Complete,2024-04-10,125040900
PRJ3-00844,0.1062,26,1,0,1,0.904,0.9782,Complete,2027-05-20,90068800
PRJ3-00845,-0.0743,6,0,0,0,1.0803,0.9895,Complete,2025-03-11,41039500
PRJ3-00846,0.0885,16,0,0,0,0.9187,0.969,Complete,2023-06-07,57987800
PRJ3-00847,0.1336,59,1,1,1,0.8821,0.9392,Complete,2024-11-25,43753100
PRJ3-00848,0.157,8,1,0,1,0.8643,0.992,Complete,2026-09-06,307123600
PRJ3-00849,0.0406,-22,0,0,0,0.961,1.0194,Complete,2025-03-23,138987700
PRJ3-00850,0.0686,2,0,0,0,0.9358,0.9981,Complete,2024-01-31,214339400
PRJ3-00851,-0.0109,21,0,0,0,1.011,0.9798,Complete,2025-03-29,144108300
PRJ3-00852,0.1274,31,1,1,1,0.887,0.9532,Complete,2025-09-02,50744000
PRJ3-00853,0.0838,7,0,0,0,0.9227,0.9935,Complete,2025-08-02,193533800
PRJ3-00854,-0.0158,-15,0,0,0,1.016,1.0164,Complete,2022-09-05,127051300
PRJ3-00855,0.0693,11,0,0,0,0.9352,0.9765,Complete,2021-06-23,68539700
PRJ3-00856,0.0439,-25,0,0,0,0.958,1.0595,Complete,2022-10-03,24207600
PRJ3-00857,0.254,83,1,1,1,0.7974,0.9071,Complete,2023-04-21,105637800
PRJ3-00858,-0.0054,-11,0,0,0,1.0054,1.0179,Complete,2024-07-24,67336700
PRJ3-00859,0.1189,46,1,1,1,0.8937,0.9533,Complete,2027-01-25,178983700
PRJ3-00860,0.0142,23,0,0,0,0.986,0.9605,Complete,2025-01-26,46113700
PRJ3-00861,0.093,28,0,0,0,0.915,0.9728,Complete,2020-07-03,120541100
PRJ3-00862,0.0601,-25,0,0,0,0.9433,1.0402,Complete,2020-09-27,15083700
PRJ3-00863,0.1217,23,1,0,1,0.8915,0.9373,Complete,2021-08-08,56496900
PRJ3-00864,0.0346,25,0,0,0,0.9665,0.9706,Complete,2023-09-16,212697100
PRJ3-00865,0.1461,34,1,1,1,0.8725,0.9656,Complete,2023-07-05,373502300
PRJ3-00866,0.0449,3,0,0,0,0.9571,0.9942,Complete,2025-01-15,36500900
PRJ3-00867,0.0529,30,0,1,1,0.9497,0.9744,Complete,2020-08-02,207292400
PRJ3-00868,0.0622,15,0,0,0,0.9415,0.9882,Complete,2022-08-23,173141600
PRJ3-00869,0.0717,-10,0,0,0,0.9331,1.0113,Complete,2025-12-26,44240000
PRJ3-00870,0.0156,28,0,0,0,0.9846,0.962,Complete,2024-10-19,92237500
PRJ3-00871,0.0454,19,0,0,0,0.9565,0.9723,Complete,2022-05-10,79646900
PRJ3-00872,0.1512,7,1,0,1,0.8686,0.9871,Complete,2020-07-17,97840500
PRJ3-00873,0.0194,16,0,0,0,0.981,0.9795,Complete,2023-04-28,215613100
PRJ3-00874,0.0068,20,0,0,0,0.9932,0.981,Complete,2024-12-01,444326000
PRJ3-00875,0.0384,-25,0,0,0,0.963,1.046,Complete,2022-02-15,17202200
PRJ3-00876,0.0624,-7,0,0,0,0.9413,1.0075,Complete,2026-11-22,102447900
PRJ3-00877,0.0845,21,0,0,0,0.9221,0.9796,Complete,2020-07-15,281925900
PRJ3-00878,-0.029,20,0,0,0,1.0299,0.9748,Complete,2020-12-15,57413600
PRJ3-00879,0.04,40,0,1,1,0.9616,0.913,Complete,2021-11-22,41649500
PRJ3-00880,0.0755,28,0,0,0,0.9298,0.9353,Complete,2025-04-30,41362300
PRJ3-00881,0.0959,-25,0,0,0,0.9125,1.0382,Complete,2026-06-19,172181700
PRJ3-00882,0.0182,48,0,1,1,0.9821,0.9512,Complete,2025-01-19,130361700
PRJ3-00883,0.0452,-25,0,0,0,0.9568,1.0505,Complete,2021-11-02,33352300
PRJ3-00884,0.0155,-11,0,0,0,0.9848,1.0124,Complete,2020-08-15,76781300
PRJ3-00885,0.0843,1,0,0,0,0.9223,0.9986,Complete,2024-03-19,29137300
PRJ3-00886,-0.0054,30,0,1,1,1.0054,0.9712,Complete,2025-07-31,122702000
PRJ3-00887,0.0057,-25,0,0,0,0.9943,1.0229,Complete,2027-07-03,240000600
PRJ3-00888,0.0832,30,0,1,1,0.9232,0.9745,Complete,2025-07-11,68752600
PRJ3-00889,0.0317,22,0,0,0,0.9693,0.9795,Complete,2027-08-19,168139600
PRJ3-00890,0.039,-9,0,0,0,0.9625,1.0086,Complete,2027-01-17,82600100
PRJ3-00891,0.1336,53,1,1,1,0.8821,0.9514,Complete,2021-12-15,112370700
PRJ3-00892,0.0791,43,0,1,1,0.9267,0.9621,Complete,2023-10-19,89701700
