Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC,Data_Split
PRJ3-01409,Crescent Residences 1409,Residential,West,CA,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2024-02-05,2024-12-12,2024,69375600,621,0.502,0.4993,0.9673,0.9956,0.0074,2,1.0439,0,5,0.554,0.9493,29,4.18,7.32,0.3487,0.2799,0.0449,0.099,0.0429,0.1338,0.0282,0.0071,20.982,0.316,1.385,0.3101,0.2303,0.3487,2,0.0482,-25,0,0,0,0.954,1.0419,Complete,2025-09-23,72718600,Validation
PRJ3-01410,Riverside Corporate Center 1410,Commercial,West,NV,Private,Lump Sum,IPD,High,Low,Standard,2019-08-12,2020-04-07,2020,26428700,469,0.511,0.4648,0.8527,0.8939,0.0956,22,1.0486,12,3,0.678,0.9751,7,2.649,10.727,0.2245,0.3148,0.0966,0.2308,0.0663,0.2749,0.035,0.0278,28.488,0.2998,8.444,0.2962,0.3512,0.2756,5,0.1457,18,1,0,1,0.8728,0.963,Complete,2020-12-11,30278900,Train
PRJ3-01411,Redwood Earthworks Package 1411,Heavy Civil,Mountain,ID,Private,Lump Sum,Design-Build,Moderate,High,Slow,2022-11-21,2024-04-19,2024,173223000,1121,0.46,0.4994,0.8864,0.9943,0.0681,-44,0.9491,18,13,0.701,0.9612,92,5.311,6.309,0.3083,0.1769,0.044,0.1213,0.0343,0.1184,0.0404,0.0349,23.754,0.23,6.004,0.2007,0.2275,0.41,3,0.1156,15,1,0,1,0.8963,0.9868,Complete,2025-12-31,193254600,Validation
PRJ3-01412,Pioneer Medical Center 1412,Institutional,Mountain,MT,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Slow,2018-12-16,2020-04-01,2020,159251000,843,0.561,0.5198,0.9413,0.872,0.0229,35,0.9008,23,27,0.478,0.9378,68,4.27,10.123,0.1986,0.4283,0.113,0.1413,0.0508,0.1885,0.056,0.0468,25.94,0.2848,7.462,0.227,0.3022,0.3355,5,0.0794,17,0,0,0,0.9265,0.9802,Complete,2021-04-24,171890300,Train
PRJ3-01413,Riverside Neighborhood 1413,Residential,Midwest,IL,Public-Private Partnership,Unit Price,CMAR,Moderate,Low,Fast,2025-04-05,2025-11-08,2025,86714800,379,0.574,0.573,0.9629,0.9739,0.0271,0,0.9659,15,26,0.652,0.9696,52,5.997,7.485,0.08,0.2698,0.0534,0.1246,0.0496,0.1042,0.0464,0.0128,24.128,0.262,3.012,0.5006,0.2141,0.2839,2,-0.0002,-16,0,0,0,1.0002,1.0441,Complete,2026-04-03,86701500,Test
PRJ3-01414,Horizon Utility Corridor 1414,Infrastructure,Northeast,PA,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Fast,2021-10-01,2023-10-24,2023,324390300,1291,0.584,0.5676,1.0313,0.9913,-0.0013,21,0.977,21,6,0.282,0.9799,157,4.84,5.035,0.4493,0.1529,0.0367,0.177,0.0246,0.0646,0.0065,0.018,5,0.1001,0,0.1452,0.1809,0.3173,1,0.0276,8,0,0,0,0.9732,0.9938,Complete,2025-04-22,333337600,Train
PRJ3-01415,Aspen Office Campus 1415,Commercial,Northeast,NY,Private,Cost Plus,Design-Build,Moderate,High,Fast,2020-10-22,2021-11-13,2021,61715600,663,0.585,0.6602,1.0351,1.12,-0.0354,-50,1.0998,9,14,0.838,0.9818,18,2.917,4.504,0.4932,0.2056,0.0494,0.0813,0.0394,0.0933,0.0245,0.0103,20.931,0.1125,8.34,0.2305,0.1783,0.1642,2,-0.0453,-10,0,0,0,1.0475,1.0153,Complete,2022-08-06,58918800,Train
PRJ3-01416,Cedar Water Program 1416,Heavy Civil,Mountain,UT,Public,Cost Plus,Design-Build,Moderate,Low,Standard,2024-04-20,2025-06-05,2025,175959800,1025,0.401,0.3939,0.9527,0.9144,0.0117,7,0.9595,13,20,0.234,0.982,95,5.399,8.94,0.3969,0.3678,0.108,0.2133,0.0855,0.1335,0.0135,0.0136,21.952,0.2807,1.426,0.2053,0.24,0.3372,2,0.0665,5,0,0,0,0.9377,0.9951,Complete,2027-02-14,187656800,Test
PRJ3-01417,Harbor Housing 1417,Residential,Northeast,NJ,Public,Unit Price,IPD,High,Low,Slow,2021-05-03,2022-02-09,2022,45838300,554,0.51,0.5072,0.871,0.974,0.0581,2,0.824,19,17,0.375,0.9677,35,7.636,12.533,0.08,0.4271,0.1131,0.1829,0.0565,0.171,0.0311,0.0249,33.166,0.3321,8.903,0.3412,0.296,0.4967,6,0.1096,-10,1,0,1,0.9012,1.0184,Complete,2022-10-29,50864000,Train
PRJ3-01418,Gateway Bridge Program 1418,Heavy Civil,West,OR,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Moderate,Slow,2023-08-09,2025-05-28,2025,121669100,1159,0.568,0.4778,0.8806,0.8453,0.0695,105,0.907,33,11,0.762,0.9203,86,7.068,12.729,0.08,0.4612,0.1079,0.1878,0.0596,0.2543,0.0483,0.0452,45.566,0.4862,3.842,0.3798,0.4465,0.5016,7,0.1585,70,1,1,1,0.8632,0.943,Complete,2026-12-20,140950300,Test
PRJ3-01419,Redwood Earthworks Package 1419,Heavy Civil,Midwest,MI,Private,Guaranteed Maximum Price,CMAR,Very High,Moderate,Fast,2019-12-12,2020-12-16,2020,244100100,1034,0.358,0.3785,0.9656,0.9866,-0.0032,-21,0.9508,15,15,0.702,0.9597,154,6.309,9.199,0.1899,0.3628,0.1023,0.1285,0.0333,0.2497,0.0361,0.0268,8.912,0.141,3.166,0.3585,0.199,0.3555,3,0.0046,-16,0,0,0,0.9954,1.0157,Complete,2022-09-25,245221500,Train
PRJ3-01420,Harbor Logistics Center 1420,Industrial,West,CA,Public,Lump Sum,Design-Build,Moderate,High,Fast,2019-01-13,2019-11-14,2019,70086700,849,0.36,0.3828,1.0642,1.0251,-0.0215,-19,1.0378,0,4,0.204,0.975,25,3.567,7.071,0.4514,0.2955,0.0912,0.0461,0,0.1806,0,0,24.743,0.2921,4.896,0.03,0.2347,0.358,2,-0.0045,-17,0,0,0,1.0046,1.0204,Complete,2021-04-24,69768400,Train
PRJ3-01421,Redwood Logistics Center 1421,Industrial,Southeast,GA,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2023-05-08,2025-01-21,2025,170749600,1071,0.583,0.6003,1.0384,1.0205,-0.0109,-19,0.906,0,13,0.937,0.953,89,5.212,10.83,0.3179,0.3623,0.0942,0.093,0.0166,0.1537,0.0622,0.0286,31.581,0.3266,2.771,0.3461,0.3031,0.2738,4,0.0879,-3,0,0,0,0.9192,1.0028,Complete,2026-04-10,185751100,Test
PRJ3-01422,Cedar Apartments 1422,Residential,Southwest,AZ,Public-Private Partnership,Cost Plus,CMAR,High,Moderate,Standard,2024-08-17,2025-04-01,2025,37737900,533,0.427,0.4408,0.9617,1.0249,0.0238,-7,1.0264,11,5,0.908,0.9741,6,1.59,5.916,0.5569,0.2182,0.0536,0.1699,0.0754,0.1906,0.0613,0.0381,16.901,0.1152,2.886,0.2767,0.1741,0.4244,3,0.1089,0,1,0,1,0.9018,1.0,Complete,2026-02-01,41845700,Test
PRJ3-01423,Canyon Highway Improvements 1423,Heavy Civil,Mountain,MT,Private,Lump Sum,Design-Build,Moderate,Low,Fast,2020-04-09,2021-11-24,2021,221364500,1142,0.521,0.4845,1.0057,0.9245,-0.0092,42,0.9941,8,15,0.512,0.9828,107,4.834,11.243,0.2614,0.2157,0.0354,0.1684,0,0.2888,0.0239,0.0033,10.363,0.1822,1.286,0.2612,0.1544,0.3307,2,0.0709,-17,0,0,0,0.9338,1.0151,Complete,2023-05-09,237058100,Train
PRJ3-01424,Liberty Public Works Program 1424,Infrastructure,Mountain,UT,Public-Private Partnership,Guaranteed Maximum Price,CMAR,High,Moderate,Standard,2019-11-22,2021-12-02,2021,167485900,1288,0.576,0.5507,0.8698,0.9173,0.0777,33,1.0159,28,21,0.839,0.9571,97,5.792,5.908,0.4323,0.2213,0.0625,0.1403,0.0444,0.2738,0.0366,0.0082,26.577,0.3579,3.865,0.2733,0.2711,0.4006,2,0.0867,8,0,0,0,0.9203,0.9938,Complete,2023-06-10,181999100,Train
PRJ3-01425,Lakeview Residences 1425,Residential,Northeast,MA,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Fast,2023-01-22,2023-11-06,2023,95690800,580,0.498,0.4952,0.9261,1.0103,0.0153,2,1.0726,0,10,0.549,0.9657,56,5.852,9.508,0.176,0.2191,0.0501,0.1417,0.0265,0.1508,0.0649,0,23.419,0.3453,2.385,0.2544,0.3024,0.3889,2,0.0789,-25,0,0,0,0.9269,1.045,Complete,2024-07-30,103241000,Train
PRJ3-01426,Cedar Urban Village 1426,Mixed-Use,Mountain,ID,Private,Guaranteed Maximum Price,IPD,Moderate,High,Fast,2020-06-17,2021-08-16,2021,92183100,1010,0.421,0.4313,1.0823,0.9895,-0.0241,-10,1.0383,0,3,0.895,0.9737,27,2.929,7.814,0.3159,0.2536,0.0679,0.097,0.0319,0.0691,0,0,23.979,0.2373,5.013,0.1712,0.1579,0.3636,2,0.0069,-3,0,0,0,0.9931,1.003,Complete,2023-03-21,92822500,Train
PRJ3-01427,Granite Manufacturing Facility 1427,Industrial,Southwest,TX,Private,Lump Sum,Design-Build,Moderate,Moderate,Fast,2020-02-23,2021-12-06,2021,95435600,1195,0.546,0.4593,1.0554,0.8977,-0.0273,104,0.9997,16,0,0.409,0.981,56,5.868,6.182,0.3828,0.3296,0.093,0.1382,0.0509,0.1537,0.0548,0,29.286,0.3769,3.473,0.4653,0.2268,0.3948,2,0.0325,21,0,0,0,0.9686,0.9827,Complete,2023-06-23,98532900,Train
PRJ3-01428,Aspen Bridge Program 1428,Heavy Civil,Midwest,IL,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Standard,2021-02-16,2022-07-10,2022,167777900,950,0.536,0.5173,1.1297,0.9711,-0.0519,18,1.1002,3,20,0.526,0.9736,66,3.934,10.313,0.3419,0.3757,0.0779,0.0901,0.0519,0.051,0.0615,0.0349,20.672,0.1995,5.511,0.3524,0.1699,0.2616,4,0.063,27,0,0,0,0.9407,0.9724,Complete,2023-10-21,178353300,Train
PRJ3-01429,Canyon Earthworks Package 1429,Heavy Civil,Midwest,MO,Private,Lump Sum,CMAR,Low,Moderate,Slow,2023-03-12,2024-07-24,2024,300136500,892,0.561,0.5549,1.0519,0.9934,-0.0192,5,0.9383,20,13,0.602,0.9657,136,4.531,9.995,0.2293,0.404,0.0499,0,0,0.1123,0.0453,0.0189,25.173,0.2697,5.895,0.1836,0.2645,0.4806,4,-0.0046,-7,0,0,0,1.0047,1.0079,Complete,2025-08-13,298744000,Validation
PRJ3-01430,Pioneer Transit-Oriented Development 1430,Mixed-Use,Southwest,NM,Public,Lump Sum,CMAR,Moderate,High,Standard,2020-10-11,2021-11-05,2021,81581200,768,0.508,0.5222,1.0094,1.027,-0.0092,-11,0.992,20,7,1.085,0.9594,36,4.413,4.351,0.5209,0.1504,0.0639,0.0213,0.0415,0.1645,0,0.0018,21.68,0.2473,3.11,0.2887,0.2011,0.1884,1,0.0012,-13,0,0,0,0.9988,1.0172,Complete,2022-11-05,81676100,Train
PRJ3-01431,Redwood Marketplace 1431,Commercial,Midwest,IL,Public,Cost Plus,Design-Bid-Build,Very High,High,Standard,2021-10-25,2022-11-07,2022,23751400,730,0.519,0.4827,0.962,0.9552,0.0192,26,0.984,0,14,0.506,0.9761,19,8.0,6.655,0.3104,0.2243,0.0855,0.1384,0.0538,0.2362,0.0383,0.0339,29.082,0.2557,1.934,0.3596,0.2919,0.5378,3,0.0679,33,0,1,1,0.9364,0.9567,Complete,2023-11-27,25365000,Train
PRJ3-01432,Harbor Medical Center 1432,Institutional,Southwest,AZ,Private,Guaranteed Maximum Price,IPD,Low,Low,Standard,2019-06-23,2020-06-29,2020,162471300,649,0.574,0.5588,0.9543,1.0003,0.0206,10,1.0074,15,9,0.275,0.9696,79,4.862,5.359,0.4121,0.2095,0.0331,0.0969,0.0082,0.1501,0.0336,0.007,5,0.2242,8.03,0.3932,0.1105,0.1868,2,0.1597,27,1,0,1,0.8623,0.9601,Complete,2021-04-29,188413500,Train
PRJ3-01433,Copper Water Program 1433,Heavy Civil,Midwest,MO,Private,Lump Sum,Design-Build,Moderate,Moderate,Slow,2024-03-19,2025-11-16,2025,187533600,1152,0.527,0.4685,0.8638,0.8586,0.0741,67,0.989,15,16,0.352,0.9595,99,5.279,14.033,0.08,0.4391,0.0967,0,0,0.078,0,0.0283,23.176,0.2948,9.147,0.2928,0.1256,0.4126,5,0.1357,2,1,0,1,0.8805,0.9983,Complete,2027-05-17,212983900,Test
PRJ3-01434,Northstar District 1434,Mixed-Use,West,OR,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2020-05-07,2021-12-06,2021,208642100,988,0.586,0.5867,1.043,0.988,-0.0045,-1,0.9162,20,10,0.818,0.9513,133,6.375,8.39,0.3619,0.2957,0.0886,0.0379,0.0403,0.0951,0.0355,0.0222,21.896,0.205,2.132,0.3319,0.1588,0.4353,3,0.1157,-25,1,0,1,0.8963,1.026,Complete,2022-12-26,232784100,Train
PRJ3-01435,Summit Highway Improvements 1435,Heavy Civil,Southeast,GA,Public-Private Partnership,Guaranteed Maximum Price,CMAR,High,Moderate,Slow,2020-10-12,2022-12-20,2022,209757100,1355,0.59,0.5333,0.8753,0.885,0.0602,77,0.992,33,22,0.868,0.9494,119,5.673,13.198,0.08,0.5596,0.1411,0.0652,0.046,0.143,0.0443,0.0344,20.072,0.2655,9.129,0.4437,0.0837,0.5845,5,0.0813,16,0,0,0,0.9248,0.9883,Complete,2024-07-14,226805400,Train
PRJ3-01436,Canyon Highway Improvements 1436,Heavy Civil,Southeast,TN,Public,Guaranteed Maximum Price,CMAR,Low,Moderate,Fast,2022-06-30,2023-09-09,2023,200105800,938,0.465,0.5092,1.0084,1.12,0.0136,-41,0.9629,13,18,0.756,1.0,78,3.898,8.684,0.3236,0.2936,0.0725,0.0751,0.0082,0.0477,0.005,0,21.072,0.2155,1.714,0.1011,0.2035,0.1417,2,-0.0627,-7,0,0,0,1.0669,1.0075,Complete,2025-01-16,187562800,Train
PRJ3-01437,Summit Marketplace 1437,Commercial,Midwest,IL,Private,Cost Plus,Design-Build,Moderate,Low,Fast,2020-08-25,2021-06-20,2021,123719800,691,0.434,0.3947,1.0526,0.9602,-0.0346,27,0.9919,14,8,0.447,0.9677,59,4.769,8.12,0.3898,0.3406,0.0908,0.0938,0.0444,0.1961,0.0194,0.0194,17.651,0.2144,2.071,0.1756,0.205,0.4073,2,0.0589,-3,0,0,0,0.9443,1.0044,Complete,2022-07-14,131012200,Train
PRJ3-01438,Evergreen Water Program 1438,Heavy Civil,Northeast,MA,Private,Unit Price,CMAR,Moderate,Low,Standard,2018-08-15,2019-12-07,2019,183222500,988,0.485,0.4123,0.9018,0.9242,0.0523,72,0.954,16,8,0.564,0.948,100,5.458,9.471,0.3204,0.2978,0.0737,0.0666,0.0256,0.1818,0.0658,0.0362,16.603,0.2339,5.117,0.4759,0.0591,0.3275,3,0.1734,10,1,0,1,0.8522,0.99,Complete,2021-05-09,214993300,Train
PRJ3-01439,Copper Town Center 1439,Mixed-Use,Midwest,MN,Public,Cost Plus,Design-Build,High,High,Standard,2020-12-18,2022-05-25,2022,122373800,1020,0.513,0.486,0.9976,0.9695,-0.0065,28,0.9737,0,11,0.496,0.9624,62,5.066,8.77,0.3328,0.3658,0.1026,0.2178,0.066,0.1637,0.0067,0.0031,12.546,0.0997,4.357,0.452,0.2083,0.3548,2,0.0178,3,0,0,0,0.9825,0.9971,Complete,2023-10-07,124550400,Train
PRJ3-01440,Aspen Residences 1440,Residential,Midwest,IL,Public,Lump Sum,CMAR,High,Low,Slow,2021-06-02,2022-07-12,2022,80153400,703,0.577,0.5829,0.8642,0.9746,0.0956,-4,0.9149,43,21,0.744,0.965,44,5.489,15.463,0.08,0.6187,0.1675,0.1549,0.0656,0.1684,0.0826,0.0357,36.751,0.4368,9.406,0.3981,0.3512,0.4003,7,0.1355,8,1,0,1,0.8806,0.9887,Complete,2023-05-14,91016800,Train
PRJ3-01441,Crescent Earthworks Package 1441,Heavy Civil,Southeast,TN,Public,Cost Plus,Design-Build,High,Low,Standard,2021-02-25,2022-12-08,2022,245690700,1143,0.57,0.5328,0.9279,0.9259,0.0238,42,0.9208,12,11,0.491,0.9657,128,5.21,12.982,0.0807,0.4342,0.1338,0.1224,0.0435,0.3012,0.0368,0.0109,15.035,0.2456,1.653,0.436,0.1948,0.3202,3,0.0402,37,0,1,1,0.9613,0.9686,Complete,2024-05-20,255578700,Train
PRJ3-01442,Riverside Process Plant 1442,Industrial,Southeast,NC,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Low,High,Slow,2023-04-04,2024-07-13,2024,186994300,991,0.471,0.4699,0.9424,0.9733,0.0183,1,0.9685,13,21,0.691,0.9816,75,4.011,9.758,0.3372,0.3969,0.1044,0.087,0.004,0.02,0.045,0,20.931,0.3257,0,0.2619,0.1564,0.3544,2,0.0164,-25,0,0,0,0.9839,1.0259,Complete,2025-11-25,190058700,Validation
PRJ3-01443,Cedar Logistics Center 1443,Industrial,Northeast,NJ,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Fast,2019-12-25,2020-10-23,2020,151254400,812,0.374,0.3656,0.9668,0.9489,0.0165,7,1.0716,8,19,0.797,0.966,82,5.421,6.343,0.4253,0.2116,0.0711,0.1001,0.0443,0.1795,0.0251,0,21.275,0.1744,3.654,0.3104,0.1868,0.3092,2,0.0319,-25,0,0,0,0.9691,1.0318,Complete,2022-02-19,156081000,Train
PRJ3-01444,Pioneer Town Center 1444,Mixed-Use,Midwest,OH,Private,Cost Plus,Design-Build,Moderate,Moderate,Slow,2017-07-03,2019-02-12,2019,64084100,1074,0.549,0.4908,0.8518,0.8905,0.0781,63,0.8659,33,16,0.445,0.9461,29,4.525,6.453,0.3885,0.243,0.0973,0,0.0109,0.2251,0.0,0.0051,31.499,0.3683,3.665,0.4737,0.2505,0.362,3,0.0778,26,0,0,0,0.9279,0.9764,Complete,2020-07-07,69066700,Train
PRJ3-01445,Lakeview Public Works Program 1445,Infrastructure,West,WA,Public-Private Partnership,Guaranteed Maximum Price,CMAR,High,Low,Fast,2020-09-21,2023-02-18,2023,225159500,1551,0.568,0.5587,0.9619,0.9895,0.0179,14,0.8933,31,11,0.289,0.9545,109,4.841,8.366,0.2128,0.3068,0.0827,0.1634,0.0295,0.273,0.0531,0.0195,19.636,0.3056,2.114,0.3524,0.2891,0.3179,2,0.0392,37,0,1,1,0.9623,0.9767,Complete,2025-01-26,233980700,Train
PRJ3-01446,Pioneer Residences 1446,Residential,West,WA,Private,Lump Sum,CMAR,Low,Moderate,Fast,2019-02-05,2019-09-19,2019,51569200,397,0.57,0.5962,1.0798,1.0451,-0.0326,-10,0.9944,4,0,0.562,0.9788,26,5.042,5.583,0.5433,0.206,0.0636,0.0704,0.0146,0.02,0.0213,0,12.312,0.1728,0,0.209,0.2026,0.2514,1,0.0821,-2,0,0,0,0.9242,1.0051,Complete,2020-03-06,55800900,Train
PRJ3-01447,Copper Research Facility 1447,Institutional,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Fast,2023-04-26,2024-06-23,2024,90044300,874,0.486,0.5202,0.9992,1.0473,-0.0037,-30,1.0446,4,3,0.775,0.964,51,5.664,11.029,0.2503,0.3005,0.0709,0.0998,0.0059,0.0453,0.0197,0.0225,23.312,0.2166,7.415,0.3172,0.2257,0.3455,4,0.0025,-3,0,0,0,0.9975,1.0034,Complete,2025-09-13,90272500,Validation
PRJ3-01448,Liberty Education Center 1448,Institutional,West,WA,Public,Cost Plus,Design-Build,Moderate,Low,Fast,2021-05-19,2022-02-02,2022,36426100,623,0.416,0.375,0.8865,0.9056,0.0234,26,0.9457,3,0,0.52,0.9687,21,5.765,7.864,0.2041,0.2103,0.048,0.0818,0.0465,0.2042,0.0211,0,17.095,0.203,4.129,0.2312,0.1766,0.2599,1,0.1443,-1,1,0,1,0.8739,1.0016,Complete,2023-01-31,41681700,Train
PRJ3-01450,Gateway Office Campus 1450,Commercial,Southwest,AZ,Public-Private Partnership,Lump Sum,Design-Bid-Build,Low,Moderate,Standard,2019-03-04,2019-11-09,2019,93929800,576,0.435,0.4401,0.9549,0.9913,0.0246,-3,0.973,19,0,0.659,0.9789,42,4.471,6.324,0.4432,0.2467,0.0716,0,0.0329,0.093,0.0426,0.017,13.181,0.237,0.502,0.2704,0.0876,0.2199,2,0.0231,35,0,1,1,0.9774,0.9427,Complete,2020-11-04,96102300,Train
PRJ3-01451,Northstar Logistics Center 1451,Industrial,Mountain,WY,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Slow,2018-12-03,2019-06-28,2019,295804200,494,0.42,0.3506,1.0598,0.9233,-0.0308,34,0.9079,15,23,0.376,0.9728,166,5.612,8.759,0.3487,0.3732,0.1041,0.1709,0.0494,0.1572,0.0429,0.0093,13.197,0.2954,5.748,0.2178,0.0962,0.3812,2,0.0639,4,0,0,0,0.94,0.992,Complete,2020-04-14,314692700,Train
PRJ3-01452,Horizon Manufacturing Facility 1452,Industrial,Mountain,ID,Public,Guaranteed Maximum Price,CMAR,High,Moderate,Fast,2018-02-20,2019-06-24,2019,76551500,1269,0.386,0.3139,0.954,0.8442,-0.0015,91,0.9368,38,13,0.401,0.9597,50,6.532,8.67,0.2961,0.3182,0.0884,0.0162,0.0231,0.1849,0.0475,0.0308,23.424,0.2916,6.762,0.5445,0.1576,0.3704,4,0.1331,45,1,1,1,0.8825,0.9658,Complete,2021-09-26,86741500,Train
PRJ3-01453,Gateway Corporate Center 1453,Commercial,West,WA,Public,Unit Price,CMAR,Moderate,High,Fast,2020-08-06,2021-08-10,2021,79525500,795,0.465,0.5046,1.0343,1.0486,-0.0382,-31,1.0087,3,2,0.553,0.9708,33,4.15,5.173,0.4735,0.2424,0.0802,0.1065,0.0243,0.1496,0,0.0173,13.266,0.2438,0,0.2545,0.1246,0.3846,2,-0.0028,-24,0,0,0,1.0029,1.0311,Complete,2022-09-16,79299200,Train
PRJ3-01454,Harbor Office Campus 1454,Commercial,West,OR,Private,Cost Plus,IPD,High,Moderate,Standard,2024-04-17,2024-11-17,2024,88733600,464,0.462,0.4573,0.8957,0.9714,0.0561,2,1.0528,0,6,0.964,0.9795,34,3.832,10.758,0.1401,0.4414,0.1016,0.2446,0.0583,0.1411,0.051,0.0004,39.166,0.4122,0,0.2252,0.3303,0.2851,4,0.0619,-25,0,0,0,0.9417,1.0569,Complete,2025-06-30,94226400,Validation
PRJ3-01455,Northstar Retail Center 1455,Commercial,West,WA,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2024-07-11,2025-07-14,2025,208126900,622,0.592,0.6035,1.0476,0.9834,-0.0228,-7,0.896,14,0,0.52,0.9694,99,4.757,11.237,0.1945,0.4676,0.1211,0.0334,0.0446,0.0896,0.0421,0.0122,20.759,0.2105,0.495,0.1884,0.253,0.3296,3,0.0098,30,0,1,1,0.9903,0.954,Complete,2026-04-24,210175900,Test
PRJ3-01456,Pioneer Earthworks Package 1456,Heavy Civil,Southwest,AZ,Public-Private Partnership,Lump Sum,Design-Bid-Build,Low,Low,Fast,2022-08-31,2023-10-19,2023,149002600,950,0.436,0.4436,1.0673,0.9683,-0.0314,-7,0.9888,15,12,0.396,0.9551,81,5.436,7.66,0.2368,0.2796,0.073,0.1147,0.0376,0.1238,0.0147,0.0231,8.274,0.168,3.781,0.1351,0.1628,0.1473,2,-0.0181,-25,0,0,0,1.0184,1.027,Complete,2025-03-13,146307400,Train
PRJ3-01457,Horizon Airport Improvements 1457,Infrastructure,Mountain,MT,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Low,Fast,2020-06-16,2022-03-01,2022,252874000,1211,0.515,0.4114,0.7663,0.8458,0.1237,125,0.8659,21,18,0.572,0.951,164,6.485,7.868,0.3002,0.2661,0.101,0.1451,0.0229,0.1821,0.0202,0.0381,29.458,0.235,4.352,0.4517,0.2515,0.3879,4,0.1485,39,1,1,1,0.8707,0.9688,Complete,2023-11-18,290421900,Train
PRJ3-01458,Cedar Urban Village 1458,Mixed-Use,Southeast,FL,Public,Guaranteed Maximum Price,Design-Build,High,High,Standard,2021-06-05,2022-06-29,2022,209644200,983,0.396,0.3655,0.9138,0.94,0.0395,30,0.942,4,22,0.335,0.9906,113,5.39,9.21,0.264,0.3401,0.0912,0.0451,0.0521,0.2039,0.034,0.0123,20.46,0.2572,1.918,0.4502,0.2323,0.3693,2,0.0873,-16,0,0,0,0.9197,1.0165,Complete,2024-01-28,227946100,Train
PRJ3-01459,Lakeview Logistics Center 1459,Industrial,Mountain,MT,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2019-01-17,2020-03-10,2020,319511700,1019,0.411,0.4217,0.8563,0.953,0.0692,-11,0.9183,20,15,0.843,0.9629,175,5.477,11.488,0.1027,0.3443,0.0965,0.1188,0.0207,0.1924,0.0485,0.0238,23.093,0.272,0.395,0.4456,0.2003,0.438,3,0.0899,37,0,1,1,0.9175,0.965,Complete,2021-12-08,348242500,Train
PRJ3-01460,Northstar Research Facility 1460,Institutional,Mountain,UT,Public,Lump Sum,Design-Bid-Build,High,Moderate,Standard,2022-07-17,2023-08-27,2023,48433000,900,0.452,0.4496,0.9393,0.9711,0.0247,2,0.9538,30,18,0.488,0.9409,37,7.639,7.271,0.3443,0.3469,0.069,0.2312,0.06,0.1651,0.0342,0.0338,15.63,0.1395,0,0.3352,0.2347,0.4321,3,0.1964,12,1,0,1,0.8358,0.9868,Complete,2025-01-14,57945400,Train
PRJ3-01461,Redwood Neighborhood 1461,Residential,Northeast,NJ,Private,Guaranteed Maximum Price,Design-Build,High,High,Slow,2023-04-07,2024-03-15,2024,45525600,650,0.529,0.5214,1.0236,1.0106,-0.004,5,0.9056,8,29,0.58,0.965,15,3.295,8.087,0.2872,0.2961,0.0713,0.1555,0.0223,0.2586,0.0414,0.0303,21.772,0.4403,5.162,0.527,0.2845,0.3749,3,0.066,37,0,1,1,0.9381,0.9461,Complete,2025-02-22,48529700,Validation
